Group,District,DistName,County,CntyName,Region,RegnName,ERW,Math,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,198903,Franklin ISD,198,Robertson County,06,Huntsville,533,519,1053,<100,<25,22.5,<25,22.2
All Students,198905,Hearne ISD,198,Robertson County,06,Huntsville,473,450,923,<50,<25,45.0,<25,5.6
All Students,198906,Mumford ISD,198,Robertson County,06,Huntsville,548,519,1069,<50,<25,42.1,<25,12.5
All Students,199901,Rockwall ISD,199,Rockwall County,10,Richardson,569,569,1138,1102,674,61.2,267,39.6
All Students,199902,Royse City ISD,199,Rockwall County,10,Richardson,540,526,1066,343,160,46.6,41,25.6
All Students,200901,Ballinger ISD,200,Runnels County,15,San Angelo,536,542,1078,<75,<25,7.2,<25,40.0
All Students,200902,Miles ISD,200,Runnels County,15,San Angelo,544,548,1092,<50,<25,11.6,<25,20.0
All Students,200904,Winters ISD,200,Runnels County,15,San Angelo,565,515,1080,<25,<25,9.5,<25,50.0
All Students,201902,Henderson ISD,201,Rusk County,07,Kilgore,536,498,1036,211,36,17.1,5,13.9
All Students,201904,Leveretts Chapel ISD,201,Rusk County,07,Kilgore,572,489,1061,<25,<25,47.4,<25,22.2
All Students,201907,Mount Enterprise ISD,201,Rusk County,07,Kilgore,577,512,1088,<50,<25,23.1,<25,33.3
All Students,201908,Overton ISD,201,Rusk County,07,Kilgore,553,530,1083,<50,<25,23.7,<25,11.1
All Students,201910,Tatum ISD,201,Rusk County,07,Kilgore,501,480,980,<125,<25,17.4,<25,4.8
All Students,201913,Carlisle ISD,201,Rusk County,07,Kilgore,545,508,1053,<50,<25,8.9,<25,25.0
All Students,201914,West Rusk County Consolidated ISD,201,Rusk County,07,Kilgore,486,462,948,<75,<25,8.1,<25,
All Students,202903,Hemphill ISD,202,Sabine County,07,Kilgore,460,415,875,<75,<25,5.5,<25,
All Students,202905,West Sabine ISD,202,Sabine County,07,Kilgore,493,463,956,<50,<25,46.3,<25,
All Students,203901,San Augustine ISD,203,San Augustine County,07,Kilgore,,,,<50,<25,2.4,<25,
All Students,204901,Coldspring-Oakhurst CISD,204,San Jacinto County,06,Huntsville,465,443,908,<100,<25,15.0,<25,8.3
All Students,204904,Shepherd ISD,204,San Jacinto County,06,Huntsville,489,489,978,<150,<50,30.2,<25,10.5
All Students,205901,Aransas Pass ISD,205,San Patricio County,02,Corpus Christi,520,489,1010,<100,<50,30.9,<25,13.3
All Students,205902,Gregory-Portland ISD,205,San Patricio County,02,Corpus Christi,523,534,1056,341,170,49.9,36,21.2
All Students,205903,Ingleside ISD,205,San Patricio County,02,Corpus Christi,545,503,1048,<150,<25,11.7,<25,18.8
All Students,205904,Mathis ISD,205,San Patricio County,02,Corpus Christi,485,476,961,<100,<50,32.5,<25,
All Students,205905,Odem-Edroy ISD,205,San Patricio County,02,Corpus Christi,495,483,978,<75,<25,21.3,<25,15.4
All Students,205906,Sinton ISD,205,San Patricio County,02,Corpus Christi,509,491,1000,146,51,34.9,6,11.8
All Students,205907,Taft ISD,205,San Patricio County,02,Corpus Christi,,,,<75,<25,1.4,<25,
All Students,206901,San Saba ISD,206,San Saba County,15,San Angelo,503,507,1010,<75,<25,5.9,<25,
All Students,206903,Cherokee ISD,206,San Saba County,15,San Angelo,,,,<25,<25,8.3,<25,100
All Students,207901,Schleicher ISD,207,Schleicher County,15,San Angelo,533,550,1083,<50,<25,12.5,<25,16.7
All Students,208902,Snyder ISD,208,Scurry County,14,Abilene,487,492,981,<175,<25,7.9,<25,16.7
All Students,209901,Albany ISD,209,Shackelford County,14,Abilene,541,496,1037,<50,<25,44.1,<25,20.0
All Students,209902,Moran ISD,209,Shackelford County,14,Abilene,,,,<25,<25,14.3,<25,
All Students,210901,Center ISD,210,Shelby County,07,Kilgore,489,489,980,<175,<25,12.9,<25,9.5
All Students,210903,Shelbyville ISD,210,Shelby County,07,Kilgore,,,,<50,<25,2.4,<25,
All Students,210904,Tenaha ISD,210,Shelby County,07,Kilgore,460,517,965,<50,<25,16.7,<25,
All Students,210905,Timpson ISD,210,Shelby County,07,Kilgore,,,,<50,<25,3.3,<25,
All Students,212901,Arp ISD,212,Smith County,07,Kilgore,536,521,1057,<75,<25,16.4,<25,16.7
All Students,212902,Bullard ISD,212,Smith County,07,Kilgore,533,517,1050,168,56,33.3,11,19.6
All Students,212903,Lindale ISD,212,Smith County,07,Kilgore,555,543,1098,277,107,38.6,35,32.7
All Students,212904,Troup ISD,212,Smith County,07,Kilgore,554,504,1058,<75,<25,9.3,<25,20.0
All Students,212905,Tyler ISD,212,Smith County,07,Kilgore,529,512,1041,1024,387,37.8,88,22.7
All Students,212906,Whitehouse ISD,212,Smith County,07,Kilgore,543,541,1085,329,146,44.4,39,26.7
All Students,212909,Chapel Hill ISD,212,Smith County,07,Kilgore,486,472,958,<250,<125,46.7,<25,8.9
All Students,212910,Winona ISD,212,Smith County,07,Kilgore,494,491,983,<75,<25,34.0,<25,5.9
All Students,213801,Brazos River Charter School,213,Somervell County,11,Fort Worth,510,508,1018,<75,<25,5.7,<25,
All Students,213901,Glen Rose ISD,213,Somervell County,11,Fort Worth,533,520,1052,106,65,61.3,11,16.9
All Students,214901,Rio Grande City CISD,214,Starr County,01,Edinburg,494,472,966,677,258,38.1,16,6.2
All Students,214903,Roma ISD,214,Starr County,01,Edinburg,489,484,973,<400,<25,1.8,<25,
All Students,215901,Breckenridge ISD,215,Stephens County,14,Abilene,526,569,1095,89,25,28.1,7,28.0
All Students,218901,Sonora ISD,218,Sutton County,15,San Angelo,554,567,1117,<100,<25,9.2,<25,28.6
All Students,219901,Happy ISD,219,Swisher County,16,Amarillo,,,,<25,<25,5.9,<25,
All Students,219903,Tulia ISD,219,Swisher County,16,Amarillo,558,544,1102,<100,<25,6.5,<25,20.0
All Students,220801,Treetops School International,220,Tarrant County,11,Fort Worth,518,452,970,<25,<25,62.5,<25,20.0
All Students,220809,Fort Worth Academy Of Fine Arts,220,Tarrant County,11,Fort Worth,581,527,1108,<75,<50,74.1,<25,25.0
All Students,220810,Westlake Academy Charter School,220,Tarrant County,11,Fort Worth,645,608,1255,64,58,90.6,41,70.7
All Students,220817,Newman International Academy Of Ar,220,Tarrant County,11,Fort Worth,506,472,979,<75,<50,50.8,<25,16.7
All Students,220901,Arlington ISD,220,Tarrant County,11,Fort Worth,518,508,1026,4075,2502,61.4,507,20.3
All Students,220902,Birdville ISD,220,Tarrant County,11,Fort Worth,540,533,1073,1484,769,51.8,208,27.0
All Students,220904,Everman ISD,220,Tarrant County,11,Fort Worth,463,460,922,351,171,48.7,7,4.1
All Students,220905,Fort Worth ISD,220,Tarrant County,11,Fort Worth,458,458,916,4306,4143,96.2,356,8.6
All Students,220906,Grapevine-Colleyville ISD,220,Tarrant County,11,Fort Worth,587,572,1159,1128,759,67.3,343,45.2
All Students,220907,Keller ISD,220,Tarrant County,11,Fort Worth,561,550,1111,2619,1621,61.9,568,35.0
All Students,220908,Mansfield ISD,220,Tarrant County,11,Fort Worth,539,524,1063,2436,1654,67.9,386,23.3
All Students,220910,Lake Worth ISD,220,Tarrant County,11,Fort Worth,490,465,955,155,105,67.7,9,8.6
All Students,220912,Crowley ISD,220,Tarrant County,11,Fort Worth,486,473,960,1027,593,57.7,59,9.9
All Students,220914,Kennedale ISD,220,Tarrant County,11,Fort Worth,527,507,1034,224,143,63.8,31,21.7
All Students,220915,Azle ISD,220,Tarrant County,11,Fort Worth,538,519,1057,416,163,39.2,34,20.9
All Students,220916,Hurst-Euless-Bedford ISD,220,Tarrant County,11,Fort Worth,543,534,1077,1549,888,57.3,248,27.9
All Students,220917,Castleberry ISD,220,Tarrant County,11,Fort Worth,482,468,950,<225,<100,44.4,<25,4.2
All Students,220918,Eagle Mt-Saginaw ISD,220,Tarrant County,11,Fort Worth,529,508,1038,1356,693,51.1,125,18.0
All Students,220919,Carroll ISD,220,Tarrant County,11,Fort Worth,626,636,1261,664,466,70.2,334,71.7
All Students,220920,White Settlement ISD,220,Tarrant County,11,Fort Worth,511,490,1001,418,230,55.0,25,10.9
All Students,221801,Texas College Preparatory Academie,221,Taylor County,14,Abilene,581,542,1124,291,267,91.8,102,38.2
All Students,221901,Abilene ISD,221,Taylor County,14,Abilene,536,522,1058,1006,371,36.9,97,26.1
All Students,221904,Merkel ISD,221,Taylor County,14,Abilene,525,523,1045,<75,<25,24.3,<25,17.6
All Students,221911,Jim Ned CISD,221,Taylor County,14,Abilene,549,547,1096,63,27,42.9,7,25.9
All Students,221912,Wylie ISD,221,Taylor County,14,Abilene,579,563,1143,241,147,61.0,56,38.1
All Students,222901,Terrell County ISD,222,Terrell County,18,Midland,460,445,905,<25,<25,22.2,<25,
All Students,223901,Brownfield ISD,223,Terry County,17,Lubbock,516,491,1011,<150,<25,10.6,<25,21.4
All Students,223902,Meadow ISD,223,Terry County,17,Lubbock,508,518,1027,<25,<25,35.3,<25,
All Students,224901,Throckmorton ISD,224,Throckmorton County,09,Wichita Falls,585,525,1110,<25,<25,12.5,<25,50.0
All Students,225902,Mount Pleasant ISD,225,Titus County,08,Mt Pleasant,516,509,1023,325,68,20.9,13,19.1
All Students,225906,Chapel Hill ISD,225,Titus County,08,Mt Pleasant,559,515,1076,<75,<25,22.7,<25,20.0
All Students,226801,Texas Leadership,226,Tom Green County,15,San Angelo,528,488,1015,<75,<50,47.7,<25,9.7
All Students,226901,Christoval ISD,226,Tom Green County,15,San Angelo,498,574,1072,<50,<25,10.9,<25,20.0
All Students,226903,San Angelo ISD,226,Tom Green County,15,San Angelo,537,527,1065,957,311,32.5,75,24.1
All Students,226905,Water Valley ISD,226,Tom Green County,15,San Angelo,460,485,940,<50,<25,5.7,<25,
All Students,226906,Wall ISD,226,Tom Green County,15,San Angelo,541,541,1083,<100,<25,25.9,<25,14.3
All Students,226907,Grape Creek ISD,226,Tom Green County,15,San Angelo,515,497,1012,<100,<50,41.8,<25,9.1
All Students,226908,Veribest ISD,226,Tom Green County,15,San Angelo,577,520,1097,<25,<25,16.7,<25,33.3
All Students,227506,University Of Texas At Austin H S,227,Travis County,13,Austin,572,554,1125,<25,<25,,<25,34.8
All Students,227803,Wayside Schools,227,Travis County,13,Austin,492,471,963,<25,<25,100,<25,6.3
All Students,227804,Nyos Charter School,227,Travis County,13,Austin,574,561,1135,56,41,73.2,13,31.7
All Students,227806,University Of Texas University Cha,227,Travis County,13,Austin,478,444,922,<50,<25,11.6,<25,20.0
All Students,227814,Chaparral Star Academy,227,Travis County,13,Austin,564,553,1113,<25,<25,75.0,<25,33.3
All Students,227816,Harmony Science Academy (Austin),227,Travis County,13,Austin,513,528,1041,158,159,100,46,28.9
All Students,227820,Kipp Austin Public Schools Inc,227,Travis County,13,Austin,542,533,1075,<150,<25,4.3,<25,16.7
All Students,227824,East Austin College Prep,227,Travis County,13,Austin,443,427,870,<75,<75,84.1,<25,3.4
All Students,227901,Austin ISD,227,Travis County,13,Austin,551,546,1098,4352,2837,65.2,1051,37.0
All Students,227904,Pflugerville ISD,227,Travis County,13,Austin,536,534,1070,1588,846,53.3,231,27.3
All Students,227907,Manor ISD,227,Travis County,13,Austin,468,462,930,435,253,58.2,13,5.1
All Students,227909,Eanes ISD,227,Travis County,13,Austin,636,644,1280,651,474,72.8,346,73.0
All Students,227910,Del Valle ISD,227,Travis County,13,Austin,425,443,868,<650,<550,85.1,<25,4.3
All Students,227912,Lago Vista ISD,227,Travis County,13,Austin,563,554,1116,103,57,55.3,19,33.3
All Students,227913,Lake Travis ISD,227,Travis County,13,Austin,599,590,1190,635,483,76.1,259,53.6
All Students,228901,Groveton ISD,228,Trinity County,06,Huntsville,540,524,1064,<75,<50,48.1,<25,19.2
All Students,228903,Trinity ISD,228,Trinity County,06,Huntsville,480,465,945,<75,<25,32.9,<25,8.7
All Students,228904,Centerville ISD,228,Trinity County,06,Huntsville,430,480,895,<25,<25,28.6,<25,
All Students,228905,Apple Springs ISD,228,Trinity County,06,Huntsville,487,488,975,<25,<25,72.2,<25,7.7
All Students,229901,Colmesneil ISD,229,Tyler County,05,Beaumont,524,483,1007,<50,<25,29.0,<25,
All Students,229903,Woodville ISD,229,Tyler County,05,Beaumont,499,474,973,<100,<50,55.2,<25,2.1
All Students,229904,Warren ISD,229,Tyler County,05,Beaumont,514,506,1020,89,43,48.3,5,11.6
All Students,229905,Spurger ISD,229,Tyler County,05,Beaumont,463,456,918,<50,<25,53.3,<25,
All Students,229906,Chester ISD,229,Tyler County,05,Beaumont,477,500,979,<25,<25,50.0,<25,14.3
All Students,230901,Big Sandy ISD,230,Upshur County,07,Kilgore,513,515,1028,<50,<25,32.6,<25,7.1
All Students,230902,Gilmer ISD,230,Upshur County,07,Kilgore,523,509,1031,173,33,19.1,5,15.2
All Students,230903,Ore City ISD,230,Upshur County,07,Kilgore,690,640,1330,<50,<25,4.3,<25,100
All Students,230904,Union Hill ISD,230,Upshur County,07,Kilgore,615,500,1115,<25,<25,10.0,<25,
All Students,230905,Harmony ISD,230,Upshur County,07,Kilgore,,,,<100,<25,1.3,<25,
All Students,230906,New Diana ISD,230,Upshur County,07,Kilgore,537,511,1048,<75,<25,14.7,<25,20.0
All Students,230908,Union Grove ISD,230,Upshur County,07,Kilgore,613,533,1144,<50,<25,14.9,<25,57.1
All Students,231902,Rankin ISD,231,Upton County,18,Midland,,,,<25,<25,7.1,<25,
All Students,232901,Knippa ISD,232,Uvalde County,20,San Antonio,596,593,1189,<25,<25,42.1,<25,50.0
All Students,232902,Sabinal ISD,232,Uvalde County,20,San Antonio,519,516,1036,<50,<25,45.0,<25,16.7
All Students,232903,Uvalde CISD,232,Uvalde County,20,San Antonio,428,425,852,<350,<325,87.8,<25,4.7
All Students,232904,Utopia ISD,232,Uvalde County,20,San Antonio,563,533,1097,<25,<25,60.0,<25,44.4
All Students,233901,San Felipe-Del Rio CISD,233,Val Verde County,15,San Angelo,482,479,960,624,329,52.7,27,8.2
All Students,233903,Comstock ISD,233,Val Verde County,15,San Angelo,586,537,1122,<25,<25,60.0,<25,33.3
All Students,234801,Ranch Academy,234,Van Zandt County,07,Kilgore,495,510,1005,<50,<25,5.7,<25,
All Students,234902,Canton ISD,234,Van Zandt County,10,Richardson,567,537,1104,166,93,56.0,32,34.4
All Students,234903,Edgewood ISD,234,Van Zandt County,07,Kilgore,510,499,1007,<75,<25,26.0,<25,15.8
All Students,234904,Grand Saline ISD,234,Van Zandt County,07,Kilgore,521,505,1026,<75,<50,38.6,<25,14.8
All Students,234905,Martins Mill ISD,234,Van Zandt County,07,Kilgore,529,521,1050,<50,<25,60.0,<25,22.2
All Students,234906,Van ISD,234,Van Zandt County,07,Kilgore,552,538,1090,157,55,35.0,15,27.3
All Students,234907,Wills Point ISD,234,Van Zandt County,10,Richardson,524,502,1026,155,57,36.8,8,14.0
All Students,234909,Fruitvale ISD,234,Van Zandt County,07,Kilgore,575,588,1163,<50,<25,26.7,<25,62.5
All Students,235901,Bloomington ISD,235,Victoria County,03,Victoria,457,448,904,<75,<50,50.0,<25,
All Students,235902,Victoria ISD,235,Victoria County,03,Victoria,517,517,1034,865,244,28.2,41,16.8
All Students,236901,New Waverly ISD,236,Walker County,06,Huntsville,549,529,1078,68,15,22.1,5,33.3
All Students,236902,Huntsville ISD,236,Walker County,06,Huntsville,522,507,1029,447,169,37.8,26,15.4
All Students,237902,Hempstead ISD,237,Waller County,04,Houston,482,489,971,<100,<50,44.8,<25,10.3
All Students,237904,Waller ISD,237,Waller County,04,Houston,510,504,1014,422,145,34.4,22,15.2
All Students,237905,Royal ISD,237,Waller County,04,Houston,476,482,957,<125,<75,48.8,<25,3.4
All Students,238902,Monahans-Wickett-Pyote ISD,238,Ward County,18,Midland,568,564,1132,<150,<25,3.6,<25,40.0
All Students,239901,Brenham ISD,239,Washington County,06,Huntsville,532,524,1056,313,170,54.3,45,26.5
All Students,239903,Burton ISD,239,Washington County,06,Huntsville,519,513,1032,<50,<25,36.4,<25,33.3
All Students,240503,Texas A&M International University,240,Webb County,01,Edinburg,586,568,1155,<25,<75,,<25,40.4
All Students,240801,Gateway Academy Charter District,240,Webb County,01,Edinburg,430,405,835,<200,<25,1.1,<25,
All Students,240901,Laredo ISD,240,Webb County,01,Edinburg,435,432,867,1360,1074,79.0,26,2.4
All Students,240903,United ISD,240,Webb County,01,Edinburg,483,475,958,2991,2113,70.6,198,9.4
All Students,240904,Webb CISD,240,Webb County,01,Edinburg,474,471,945,<25,<25,77.3,<25,5.9
All Students,241901,Boling ISD,241,Wharton County,03,Victoria,542,513,1055,<100,<50,35.6,<25,22.6
All Students,241902,East Bernard ISD,241,Wharton County,03,Victoria,553,542,1095,71,45,63.4,16,35.6
All Students,241903,El Campo ISD,241,Wharton County,03,Victoria,508,510,1018,237,93,39.2,13,14.0
All Students,241904,Wharton ISD,241,Wharton County,03,Victoria,596,547,1143,151,23,15.2,9,39.1
All Students,241906,Louise ISD,241,Wharton County,03,Victoria,577,560,1143,<25,<25,13.6,<25,33.3
All Students,242903,Wheeler ISD,242,Wheeler County,16,Amarillo,,,,<50,<25,2.7,<25,
All Students,242905,Kelton ISD,242,Wheeler County,16,Amarillo,505,525,1030,<25,<25,40.0,<25,
All Students,243901,Burkburnett ISD,243,Wichita County,09,Wichita Falls,541,522,1063,213,78,36.6,19,24.4
All Students,243902,Electra ISD,243,Wichita County,09,Wichita Falls,513,534,1047,<50,<25,24.1,<25,14.3
All Students,243903,Iowa Park CISD,243,Wichita County,09,Wichita Falls,520,518,1038,<125,<25,7.1,<25,12.5
All Students,243905,Wichita Falls ISD,243,Wichita County,09,Wichita Falls,529,520,1048,855,385,45.0,91,23.6
All Students,243906,City View ISD,243,Wichita County,09,Wichita Falls,536,539,1075,<75,<50,50.8,<25,19.4
All Students,244901,Harrold ISD,244,Wilbarger County,09,Wichita Falls,,,,<25,<25,11.1,<25,
All Students,244903,Vernon ISD,244,Wilbarger County,09,Wichita Falls,530,573,1100,<100,<25,3.2,<25,33.3
All Students,245901,Lasara ISD,245,Willacy County,01,Edinburg,470,475,945,<50,<25,33.3,<25,
All Students,245902,Lyford CISD,245,Willacy County,01,Edinburg,525,535,1060,<125,<25,3.7,<25,50.0
All Students,245903,Raymondville ISD,245,Willacy County,01,Edinburg,487,476,963,<125,<75,48.0,<25,10.2
All Students,245904,San Perlita ISD,245,Willacy County,01,Edinburg,494,491,986,<25,<25,58.3,<25,7.1
All Students,246801,Meridian World School Llc,246,Williamson County,13,Austin,634,591,1226,<50,<50,79.5,<25,58.1
All Students,246902,Florence ISD,246,Williamson County,13,Austin,518,499,1017,<75,<50,62.5,<25,17.8
All Students,246904,Georgetown ISD,246,Williamson County,13,Austin,556,541,1097,838,515,61.5,155,30.1
All Students,246905,Granger ISD,246,Williamson County,13,Austin,502,502,1003,<50,<50,70.3,<25,11.5
All Students,246906,Hutto ISD,246,Williamson County,13,Austin,527,516,1043,412,230,55.8,43,18.7
All Students,246907,Jarrell ISD,246,Williamson County,13,Austin,507,494,1001,<100,<75,56.3,<25,5.6
All Students,246908,Liberty Hill ISD,246,Williamson County,13,Austin,554,550,1104,263,168,63.9,47,28.0
All Students,246909,Round Rock ISD,246,Williamson County,13,Austin,552,552,1104,3290,3177,96.6,1191,37.5
All Students,246911,Taylor ISD,246,Williamson County,13,Austin,516,513,1030,204,122,59.8,20,16.4
All Students,246912,Thrall ISD,246,Williamson County,13,Austin,558,534,1092,50,21,42.0,6,28.6
All Students,246913,Leander ISD,246,Williamson County,13,Austin,586,583,1169,2590,1754,67.7,842,48.0
All Students,247901,Floresville ISD,247,Wilson County,20,San Antonio,532,513,1045,280,108,38.6,18,16.7
All Students,247903,La Vernia ISD,247,Wilson County,20,San Antonio,527,516,1043,250,171,68.4,31,18.1
All Students,247904,Poth ISD,247,Wilson County,20,San Antonio,538,539,1077,66,47,71.2,16,34.0
All Students,247906,Stockdale ISD,247,Wilson County,20,San Antonio,520,498,1019,<50,<25,57.5,<25,13.0
All Students,248901,Kermit ISD,248,Winkler County,18,Midland,,,,<100,<25,1.3,<25,
All Students,248902,Wink-Loving ISD,248,Winkler County,18,Midland,505,490,995,<25,<25,9.5,<25,
All Students,249901,Alvord ISD,249,Wise County,11,Fort Worth,532,495,1031,<75,<25,25.5,<25,15.4
All Students,249902,Boyd ISD,249,Wise County,11,Fort Worth,507,478,987,60,23,38.3,6,26.1
All Students,249903,Bridgeport ISD,249,Wise County,11,Fort Worth,510,497,1007,135,67,49.6,10,14.9
All Students,249904,Chico ISD,249,Wise County,11,Fort Worth,513,505,1019,<75,<25,36.0,<25,22.2
All Students,249905,Decatur ISD,249,Wise County,11,Fort Worth,523,513,1036,200,77,38.5,9,11.7
All Students,249906,Paradise ISD,249,Wise County,11,Fort Worth,527,510,1038,92,47,51.1,6,12.8
All Students,249908,Slidell ISD,249,Wise County,11,Fort Worth,497,499,996,<25,<25,45.0,<25,
All Students,250902,Hawkins ISD,250,Wood County,07,Kilgore,520,496,1016,<75,<25,31.4,<25,12.5
All Students,250903,Mineola ISD,250,Wood County,07,Kilgore,516,474,993,<100,<50,28.7,<25,14.8
All Students,250904,Quitman ISD,250,Wood County,07,Kilgore,518,493,1012,<100,<50,42.5,<25,8.8
All Students,250906,Alba-Golden ISD,250,Wood County,07,Kilgore,511,500,1011,<75,<25,21.7,<25,15.4
All Students,250907,Winnsboro ISD,250,Wood County,07,Kilgore,,,,<125,<25,1.0,<25,
All Students,251901,Denver City ISD,251,Yoakum County,17,Lubbock,548,543,1090,<150,<25,9.5,<25,33.3
All Students,251902,Plains ISD,251,Yoakum County,17,Lubbock,467,510,977,<50,<25,8.6,<25,
All Students,252901,Graham ISD,252,Young County,09,Wichita Falls,545,525,1071,174,28,16.1,6,21.4
All Students,252902,Newcastle ISD,252,Young County,09,Wichita Falls,,,,<25,<25,5.0,<25,
All Students,252903,Olney ISD,252,Young County,09,Wichita Falls,635,625,1260,<75,<25,3.9,<25,100
All Students,253901,Zapata County ISD,253,Zapata County,01,Edinburg,510,620,1130,<250,<25,0.8,<25,50.0
All Students,254901,Crystal City ISD,254,Zavala County,20,San Antonio,456,433,889,<150,<25,12.8,<25,
