DistName,RegnName,Year,ACT-Composite,ACT-Part_Rate,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA,Graduated 4-Year (%)
SPRING ISD,Houston,2013,17.4,24.7,583.0,1084.0,26.5,1.859348199,389.0,2019.0,19.26696384,869.0,54.7,213853.0,25.0
SPRING ISD,Houston,2014,18.2,18.9,671.0,1318.0,18.5,1.964232489,366.0,1977.0,18.51289833,790.0,96.6,211387.0,25.0
SPRING ISD,Houston,2015,18.0,15.8,726.0,1249.0,13.4,1.720385675,432.0,2058.0,20.99125364,785.0,95.5,221489.0,18.067505096338323
SPRING ISD,Houston,2016,18.0,16.4,785.0,1378.0,13.1,1.7554140130000002,418.0,2016.0,20.73412698,775.0,95.5,261311.0,16.942668798992514
SPRING ISD,Houston,2017,18.7,11.9,971.0,1771.0,10.2,1.823892894,374.0,2058.0,18.17298348,883.0,90.2,317172.0,28.65784714412733
SPRING ISD,Houston,2018,18.007381004036148,20.14909041537821,707.0862789944141,1315.9072287221675,18.774441898469366,1.8749442763391209,400.07528390400574,1998.5796266738041,20.076008865427106,838.2121427514844,78.9709041467383,239015.1478447808,22.077379367863358
SPRING ISD,Houston,2019,18.01630438411744,20.159075098438365,707.4366686272161,1316.5593135728725,18.783745388012708,1.8758733864859691,400.2735372657024,1999.570003099312,20.08595733364585,838.6275105130064,79.0100373995365,239133.58944430746,22.120452016587606
SPRING ISD,Houston,2020,18.025227764198718,20.16905978149851,707.7870582600183,1317.2113984235773,18.79304887755605,1.8768024966328167,400.47179062739923,2000.5603795248187,20.095905801864603,839.0428782745282,79.0491706523347,239252.0310438341,22.163524665311783
TEXAS CITY ISD,Houston,2011,20.8,8.7,60.0,85.0,22.4,1.4166666669999999,48.0,385.0,12.46753247,925.0,40.5,767048.0,42.0
TEXAS CITY ISD,Houston,2012,17.8,8.6,33.0,59.0,25.4,1.7878787880000002,51.0,350.0,14.57142857,918.0,44.3,689634.0,24.0
TEXAS CITY ISD,Houston,2013,18.4,15.7,57.0,73.0,28.8,1.280701754,36.0,364.0,9.89010989,909.0,38.5,675672.0,36.0
TEXAS CITY ISD,Houston,2014,19.1,11.3,83.0,101.0,18.8,1.21686747,52.0,364.0,14.28571429,905.0,48.1,732008.0,27.0
TEXAS CITY ISD,Houston,2015,17.7,9.8,159.0,268.0,13.8,1.685534591,68.0,427.0,15.92505855,895.0,42.6,654615.0,28.096439470788155
TEXAS CITY ISD,Houston,2016,18.1,13.8,129.0,218.0,21.1,1.689922481,57.0,428.0,13.31775701,877.0,40.9,680015.0,28.574840888080047
TEXAS CITY ISD,Houston,2017,18.1,13.1,188.0,416.0,13.0,2.212765957,73.0,588.0,12.41496599,948.0,39.1,682310.0,31.997246331009507
TEXAS CITY ISD,Houston,2018,18.607712088020453,11.595657110455248,101.53496488620596,174.73872618284526,20.508385019053726,1.6162917719091792,55.117638676593856,416.0258093782358,13.29408650287094,912.8065155282567,42.0828841843527,698692.1994879794,33.308619555274646
TEXAS CITY ISD,Houston,2019,18.616932956250395,11.601403223988676,101.58527953679376,174.82531623546313,20.518547747011628,1.6170927093580931,55.1449516789113,416.23196686553916,13.300674256341145,913.2588477956143,42.103737942620455,699038.4295174581,33.35725773431969
TEXAS CITY ISD,Houston,2020,18.626153824480337,11.607149337522099,101.63559418738156,174.911906288081,20.528710474969536,1.6178936468070078,55.17226468122874,416.43812435284246,13.30726200981135,913.7111800629724,42.12459170088823,699384.6595469367,33.40589591336476
TOMBALL ISD,Houston,2011,22.1,30.8,372.0,736.0,61.4,1.978494624,166.0,700.0,23.71428571,1028.0,65.9,491002.0,54.0
TOMBALL ISD,Houston,2012,22.7,28.0,376.0,704.0,58.1,1.8723404259999998,149.0,701.0,21.2553495,1031.0,61.1,485434.0,56.0
TOMBALL ISD,Houston,2013,23.0,23.2,425.0,906.0,57.3,2.131764706,165.0,694.0,23.77521614,1038.0,58.8,491841.0,62.0
TOMBALL ISD,Houston,2014,23.0,30.2,510.0,1170.0,55.5,2.2941176469999998,201.0,752.0,26.7287234,1043.0,66.0,507914.0,57.0
TOMBALL ISD,Houston,2015,22.3,35.7,514.0,1147.0,64.7,2.23151751,180.0,801.0,22.47191011,1035.0,58.7,525374.0,45.72503191448327
TOMBALL ISD,Houston,2016,23.3,36.1,587.0,1288.0,69.7,2.194207836,178.0,800.0,22.25,1056.0,62.3,558608.0,49.98228671368372
TOMBALL ISD,Houston,2017,23.5,33.8,641.0,1498.0,68.0,2.336973479,243.0,903.0,26.910299,1122.0,66.0,628659.0,53.579296072841615
