DistName,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),Year
LOCKNEY ISD,6.0,38.0,15.789473684210526,2011
LOHN ISD,,8.0,,2011
LOMETA ISD,,26.0,,2011
LONE OAK ISD,13.0,73.0,17.80821917808219,2011
LONGVIEW ISD,61.0,464.0,13.14655172413793,2011
LOOP ISD,,7.0,,2011
LORAINE ISD,,16.0,,2011
LORENA ISD,17.0,105.0,16.19047619047619,2011
LORENZO ISD,,25.0,,2011
LOUISE ISD,,41.0,,2011
LOVEJOY ISD,52.0,229.0,22.707423580786028,2011
LOVELADY ISD,8.0,45.0,17.77777777777778,2011
LUBBOCK ISD,314.0,1514.0,20.739762219286657,2011
LUBBOCK-COOPER ISD,44.0,150.0,29.333333333333332,2011
LUEDERS-AVOCA ISD,,8.0,,2011
LUFKIN ISD,90.0,527.0,17.077798861480076,2011
LULING ISD,17.0,101.0,16.831683168316832,2011
LUMBERTON ISD,92.0,246.0,37.39837398373984,2011
LYTLE ISD,25.0,136.0,18.38235294117647,2011
MABANK ISD,21.0,227.0,9.251101321585903,2011
MAGNOLIA ISD,98.0,766.0,12.793733681462141,2011
MALAKOFF ISD,5.0,79.0,6.329113924050633,2011
MANOR ISD,64.0,336.0,19.047619047619047,2011
MANSFIELD ISD,463.0,1961.0,23.610402855685876,2011
MARBLE FALLS ISD,75.0,267.0,28.08988764044944,2011
MARFA ISD,,17.0,,2011
MARION ISD,20.0,100.0,20.0,2011
MARLIN ISD,11.0,68.0,16.176470588235293,2011
MARSHALL ISD,52.0,350.0,14.857142857142858,2011
MART ISD,6.0,58.0,10.344827586206897,2011
MARTINS MILL ISD,,32.0,,2011
MARTINSVILLE ISD,7.0,25.0,28.000000000000004,2011
MASON ISD,14.0,46.0,30.434782608695656,2011
MATHIS ISD,25.0,101.0,24.752475247524753,2011
MAUD ISD,,32.0,,2011
MAY ISD,,15.0,,2011
MAYPEARL ISD,14.0,71.0,19.718309859154928,2011
MCALLEN ISD,456.0,1381.0,33.019551049963795,2011
MCCAMEY ISD,5.0,36.0,13.88888888888889,2011
MCGREGOR ISD,8.0,75.0,10.666666666666668,2011
MCKINNEY ISD,296.0,1429.0,20.713785864240727,2011
MCLEAN ISD,,17.0,,2011
MCLEOD ISD,,36.0,,2011
MCMULLEN COUNTY ISD,,12.0,,2011
MEADOW ISD,,17.0,,2011
MEDINA ISD,,24.0,,2011
MEDINA VALLEY ISD,46.0,240.0,19.166666666666668,2011
MELISSA ISD,15.0,87.0,17.24137931034483,2011
MEMPHIS ISD,8.0,31.0,25.806451612903224,2011
MENARD ISD,,24.0,,2011
MERCEDES ISD,72.0,286.0,25.174825174825177,2011
MERIDIAN ISD,5.0,28.0,17.857142857142858,2011
MERKEL ISD,8.0,65.0,12.307692307692308,2011
MESQUITE ISD,439.0,2429.0,18.073281185673114,2011
MEXIA ISD,17.0,137.0,12.408759124087592,2011
MIAMI ISD,,12.0,,2011
MIDLAND ISD,160.0,1312.0,12.195121951219512,2011
MIDLOTHIAN ISD,115.0,529.0,21.73913043478261,2011
MIDWAY ISD,,11.0,,2011
MIDWAY ISD,72.0,493.0,14.60446247464503,2011
MILANO ISD,6.0,33.0,18.181818181818183,2011
MILDRED ISD,6.0,55.0,10.909090909090908,2011
MILES ISD,14.0,26.0,53.84615384615385,2011
MILFORD ISD,,22.0,,2011
MILLER GROVE ISD,,20.0,,2011
MILLSAP ISD,8.0,58.0,13.793103448275861,2011
MINEOLA ISD,14.0,96.0,14.583333333333334,2011
MINERAL WELLS ISD,34.0,220.0,15.454545454545453,2011
MONAHANS-WICKETT-PYOTE ISD,24.0,133.0,18.045112781954884,2011
MONTGOMERY ISD,92.0,414.0,22.22222222222222,2011
MOODY ISD,,32.0,,2011
MORAN ISD,,9.0,,2011
MORGAN ISD,,7.0,,2011
MORTON ISD,,35.0,,2011
MOTLEY COUNTY ISD,,11.0,,2011
MOULTON ISD,,20.0,,2011
MOUNT ENTERPRISE ISD,,30.0,,2011
MOUNT PLEASANT ISD,18.0,338.0,5.325443786982249,2011
MOUNT VERNON ISD,10.0,110.0,9.090909090909092,2011
MUENSTER ISD,11.0,29.0,37.93103448275862,2011
MULESHOE ISD,11.0,84.0,13.095238095238097,2011
MULLIN ISD,,11.0,,2011
MUMFORD ISD,,32.0,,2011
NACOGDOCHES ISD,87.0,359.0,24.233983286908078,2011
NATALIA ISD,11.0,53.0,20.754716981132077,2011
NAVARRO ISD,28.0,98.0,28.57142857142857,2011
NAVASOTA ISD,33.0,174.0,18.96551724137931,2011
NAZARETH ISD,,19.0,,2011
NECHES ISD,,20.0,,2011
NEDERLAND ISD,120.0,329.0,36.474164133738604,2011
NEEDVILLE ISD,31.0,180.0,17.22222222222222,2011
NEW BOSTON ISD,13.0,87.0,14.942528735632186,2011
NEW BRAUNFELS ISD,144.0,556.0,25.899280575539567,2011
NEW CANEY ISD,41.0,453.0,9.050772626931568,2011
NEW DEAL ISD,8.0,54.0,14.814814814814813,2011
NEW DIANA ISD,9.0,78.0,11.538461538461538,2011
NEW HOME ISD,,13.0,,2011
NEW SUMMERFIELD ISD,,26.0,,2011
NEW WAVERLY ISD,9.0,57.0,15.789473684210526,2011
NEWCASTLE ISD,,18.0,,2011
NEWTON ISD,,64.0,,2011
NOCONA ISD,9.0,48.0,18.75,2011
NORDHEIM ISD,,8.0,,2011
NORMANGEE ISD,,37.0,,2011
NORTH EAST ISD,1074.0,4285.0,25.064177362893815,2011
NORTH FOREST ISD,46.0,261.0,17.624521072796934,2011
NORTH HOPKINS ISD,5.0,32.0,15.625,2011
NORTH LAMAR ISD,16.0,196.0,8.16326530612245,2011
NORTH ZULCH ISD,,13.0,,2011
NORTHSIDE ISD,1077.0,5678.0,18.967946460021135,2011
NORTHSIDE ISD,,18.0,,2011
NORTHWEST ISD,150.0,771.0,19.45525291828794,2011
NOVICE ISD,,7.0,,2011
OAKWOOD ISD,,13.0,,2011
ODEM-EDROY ISD,23.0,59.0,38.983050847457626,2011
O'DONNELL ISD,,13.0,,2011
OGLESBY ISD,,13.0,,2011
OLNEY ISD,14.0,37.0,37.83783783783784,2011
OLTON ISD,8.0,38.0,21.052631578947366,2011
ONALASKA ISD,5.0,58.0,8.620689655172415,2011
ORANGE GROVE ISD,37.0,124.0,29.838709677419356,2011
ORANGEFIELD ISD,37.0,131.0,28.24427480916031,2011
ORE CITY ISD,,56.0,,2011
OVERTON ISD,5.0,42.0,11.904761904761903,2011
PADUCAH ISD,5.0,26.0,19.230769230769234,2011
PAINT CREEK ISD,,8.0,,2011
PAINT ROCK ISD,,9.0,,2011
PALACIOS ISD,19.0,104.0,18.269230769230766,2011
PALESTINE ISD,18.0,176.0,10.227272727272728,2011
PALMER ISD,,72.0,,2011
PAMPA ISD,43.0,229.0,18.777292576419214,2011
PANHANDLE ISD,11.0,56.0,19.642857142857142,2011
PARADISE ISD,11.0,61.0,18.0327868852459,2011
PARIS ISD,20.0,185.0,10.81081081081081,2011
PASADENA ISD,323.0,2874.0,11.238691718858734,2011
PATTON SPRINGS ISD,,,,2011
PEARLAND ISD,288.0,1185.0,24.30379746835443,2011
PEARSALL ISD,30.0,124.0,24.193548387096776,2011
PEASTER ISD,9.0,68.0,13.23529411764706,2011
PECOS-BARSTOW-TOYAH ISD,28.0,159.0,17.61006289308176,2011
PENELOPE ISD,,21.0,,2011
PERRYTON ISD,8.0,132.0,6.0606060606060606,2011
PETERSBURG ISD,,21.0,,2011
PETROLIA ISD,7.0,48.0,14.583333333333334,2011
PETTUS ISD,,29.0,,2011
PFLUGERVILLE ISD,397.0,1389.0,28.581713462922963,2011
PHARR-SAN JUAN-ALAMO ISD,413.0,1885.0,21.909814323607428,2011
PILOT POINT ISD,20.0,93.0,21.50537634408602,2011
PINE TREE ISD,51.0,273.0,18.681318681318682,2011
PITTSBURG ISD,10.0,153.0,6.535947712418301,2011
PLAINS ISD,8.0,39.0,20.51282051282051,2011
PLAINVIEW ISD,29.0,309.0,9.385113268608414,2011
PLANO ISD,865.0,3577.0,24.18227564998602,2011
PLEASANT GROVE ISD,35.0,151.0,23.178807947019866,2011
PLEASANTON ISD,37.0,218.0,16.972477064220186,2011
POINT ISABEL ISD,30.0,140.0,21.428571428571427,2011
PONDER ISD,13.0,68.0,19.11764705882353,2011
POOLVILLE ISD,,27.0,,2011
PORT ARANSAS ISD,18.0,41.0,43.90243902439025,2011
PORT ARTHUR ISD,79.0,459.0,17.21132897603486,2011
PORT NECHES-GROVES ISD,124.0,319.0,38.87147335423197,2011
POST ISD,,56.0,,2011
POTEET ISD,11.0,103.0,10.679611650485436,2011
POTH ISD,17.0,53.0,32.075471698113205,2011
POTTSBORO ISD,15.0,80.0,18.75,2011
PRAIRIE LEA ISD,,13.0,,2011
PRAIRIE VALLEY ISD,,6.0,,2011
PRAIRILAND ISD,7.0,78.0,8.974358974358974,2011
PREMONT ISD,8.0,36.0,22.22222222222222,2011
PRESIDIO ISD,32.0,95.0,33.68421052631579,2011
PRIDDY ISD,,,,2011
PRINCETON ISD,20.0,188.0,10.638297872340425,2011
PROGRESO ISD,26.0,120.0,21.666666666666668,2011
PROSPER ISD,45.0,200.0,22.5,2011
QUANAH ISD,6.0,37.0,16.216216216216218,2011
QUEEN CITY ISD,,74.0,,2011
QUINLAN ISD,19.0,148.0,12.837837837837837,2011
QUITMAN ISD,13.0,83.0,15.66265060240964,2011
RAINS ISD,12.0,98.0,12.244897959183673,2011
RALLS ISD,,43.0,,2011
RANDOLPH FIELD ISD,31.0,81.0,38.2716049382716,2011
RANGER ISD,5.0,23.0,21.73913043478261,2011
RANKIN ISD,,17.0,,2011
RAYMONDVILLE ISD,28.0,141.0,19.858156028368796,2011
REAGAN COUNTY ISD,10.0,40.0,25.0,2011
RED OAK ISD,71.0,407.0,17.444717444717444,2011
REDWATER ISD,14.0,58.0,24.137931034482758,2011
REFUGIO ISD,14.0,68.0,20.588235294117645,2011
RICE ISD,8.0,50.0,16.0,2011
RICHARDS ISD,,10.0,,2011
RICHARDSON ISD,467.0,2019.0,23.130262506191183,2011
RICHLAND SPRINGS ISD,,11.0,,2011
RIESEL ISD,6.0,44.0,13.636363636363635,2011
RIO HONDO ISD,31.0,138.0,22.463768115942027,2011
RIO VISTA ISD,8.0,57.0,14.035087719298245,2011
RISING STAR ISD,,21.0,,2011
RIVER ROAD ISD,17.0,98.0,17.346938775510203,2011
RIVERCREST ISD,,43.0,,2011
RIVIERA ISD,22.0,46.0,47.82608695652174,2011
ROBERT LEE ISD,,22.0,,2011
ROBINSON ISD,24.0,186.0,12.903225806451612,2011
ROBSTOWN ISD,42.0,172.0,24.418604651162788,2011
ROCHELLE ISD,,15.0,,2011
ROCKDALE ISD,27.0,124.0,21.774193548387096,2011
ROCKSPRINGS ISD,5.0,22.0,22.727272727272727,2011
ROCKWALL ISD,212.0,882.0,24.03628117913832,2011
ROGERS ISD,9.0,59.0,15.254237288135593,2011
ROMA ISD,101.0,366.0,27.595628415300546,2011
ROOSEVELT ISD,13.0,74.0,17.56756756756757,2011
ROPES ISD,,23.0,,2011
ROSCOE ISD,,25.0,,2011
ROSEBUD-LOTT ISD,6.0,63.0,9.523809523809524,2011
ROTAN ISD,,32.0,,2011
ROUND ROCK ISD,772.0,2627.0,29.387133612485727,2011
ROUND TOP-CARMINE ISD,,14.0,,2011
ROXTON ISD,,10.0,,2011
ROYAL ISD,23.0,120.0,19.166666666666668,2011
ROYSE CITY ISD,44.0,276.0,15.942028985507244,2011
RULE ISD,,10.0,,2011
RUNGE ISD,,18.0,,2011
RUSK ISD,12.0,111.0,10.81081081081081,2011
SABINAL ISD,8.0,40.0,20.0,2011
SABINE ISD,12.0,84.0,14.285714285714285,2011
SABINE PASS ISD,10.0,31.0,32.25806451612903,2011
SAINT JO ISD,,25.0,,2011
SALADO ISD,22.0,124.0,17.741935483870968,2011
SALTILLO ISD,,27.0,,2011
SAM RAYBURN ISD,,27.0,,2011
SAMNORWOOD ISD,,12.0,,2011
SAN ANGELO ISD,266.0,935.0,28.449197860962567,2011
SAN ANTONIO ISD,254.0,2777.0,9.146561037090386,2011
SAN AUGUSTINE ISD,15.0,49.0,30.612244897959183,2011
SAN DIEGO ISD,20.0,96.0,20.833333333333336,2011
SAN ELIZARIO ISD,35.0,220.0,15.909090909090908,2011
SAN ISIDRO ISD,,16.0,,2011
SAN PERLITA ISD,7.0,23.0,30.434782608695656,2011
SAN SABA ISD,14.0,43.0,32.55813953488372,2011
SANFORD-FRITCH ISD,,45.0,,2011
SANGER ISD,36.0,194.0,18.556701030927837,2011
SANTA ANNA ISD,,18.0,,2011
SANTA FE ISD,35.0,317.0,11.041009463722396,2011
SANTA GERTRUDIS ISD,,41.0,,2011
SANTA MARIA ISD,9.0,32.0,28.125,2011
SANTA ROSA ISD,27.0,89.0,30.337078651685395,2011
SANTO ISD,8.0,29.0,27.586206896551722,2011
SAVOY ISD,,24.0,,2011
SCHERTZ-CIBOLO-U CITY ISD,203.0,882.0,23.015873015873016,2011
SCHLEICHER ISD,,44.0,,2011
SCHULENBURG ISD,7.0,52.0,13.461538461538462,2011
SCURRY-ROSSER ISD,7.0,53.0,13.20754716981132,2011
SEAGRAVES ISD,6.0,45.0,13.333333333333334,2011
SEALY ISD,43.0,181.0,23.756906077348066,2011
SEGUIN ISD,86.0,486.0,17.695473251028808,2011
SEMINOLE ISD,22.0,153.0,14.37908496732026,2011
SEYMOUR ISD,8.0,36.0,22.22222222222222,2011
SHALLOWATER ISD,23.0,104.0,22.115384615384613,2011
SHAMROCK ISD,,16.0,,2011
SHARYLAND ISD,230.0,674.0,34.124629080118694,2011
SHELBYVILLE ISD,5.0,47.0,10.638297872340425,2011
SHELDON ISD,53.0,353.0,15.01416430594901,2011
SHEPHERD ISD,13.0,76.0,17.105263157894736,2011
SHERMAN ISD,45.0,376.0,11.96808510638298,2011
SHINER ISD,16.0,46.0,34.78260869565217,2011
SIDNEY ISD,,9.0,,2011
SIERRA BLANCA ISD,,13.0,,2011
SILSBEE ISD,48.0,188.0,25.53191489361702,2011
SILVERTON ISD,,7.0,,2011
SIMMS ISD,7.0,46.0,15.217391304347828,2011
SINTON ISD,28.0,124.0,22.58064516129032,2011
SKIDMORE-TYNAN ISD,,42.0,,2011
SLATON ISD,15.0,80.0,18.75,2011
SLIDELL ISD,,10.0,,2011
SLOCUM ISD,6.0,20.0,30.0,2011
SMITHVILLE ISD,,6.0,,2011
SMYER ISD,,19.0,,2011
SNOOK ISD,,28.0,,2011
SNYDER ISD,16.0,190.0,8.421052631578947,2011
SOCORRO ISD,712.0,2605.0,27.332053742802305,2011
SOMERSET ISD,29.0,210.0,13.80952380952381,2011
SOMERVILLE ISD,,36.0,,2011
SONORA ISD,19.0,61.0,31.147540983606557,2011
SOUTH SAN ANTONIO ISD,49.0,422.0,11.61137440758294,2011
SOUTH TEXAS ISD,266.0,514.0,51.75097276264592,2011
SOUTHLAND ISD,,11.0,,2011
SOUTHSIDE ISD,27.0,298.0,9.060402684563758,2011
SOUTHWEST ISD,50.0,627.0,7.974481658692185,2011
SPEARMAN ISD,11.0,58.0,18.96551724137931,2011
SPLENDORA ISD,11.0,224.0,4.910714285714286,2011
SPRING BRANCH ISD,435.0,1867.0,23.29941081949652,2011
SPRING HILL ISD,30.0,116.0,25.862068965517242,2011
SPRING ISD,412.0,1891.0,21.78741406663141,2011
SPRINGLAKE-EARTH ISD,10.0,35.0,28.57142857142857,2011
SPRINGTOWN ISD,26.0,222.0,11.711711711711711,2011
SPUR ISD,5.0,26.0,19.230769230769234,2011
SPURGER ISD,,16.0,,2011
STAMFORD ISD,,38.0,,2011
STANTON ISD,9.0,50.0,18.0,2011
STAR ISD,,9.0,,2011
STERLING CITY ISD,7.0,16.0,43.75,2011
STOCKDALE ISD,10.0,56.0,17.857142857142858,2011
STRATFORD ISD,10.0,36.0,27.77777777777778,2011
STRAWN ISD,,12.0,,2011
SUDAN ISD,7.0,23.0,30.434782608695656,2011
SULPHUR BLUFF ISD,,20.0,,2011
SULPHUR SPRINGS ISD,32.0,222.0,14.414414414414415,2011
SUNDOWN ISD,11.0,33.0,33.33333333333333,2011
SUNNYVALE ISD,22.0,70.0,31.428571428571427,2011
SUNRAY ISD,6.0,39.0,15.384615384615385,2011
SWEENY ISD,29.0,129.0,22.48062015503876,2011
SWEETWATER ISD,28.0,117.0,23.931623931623932,2011
TAFT ISD,10.0,74.0,13.513513513513514,2011
TAHOKA ISD,5.0,41.0,12.195121951219512,2011
TARKINGTON ISD,20.0,132.0,15.151515151515152,2011
TATUM ISD,14.0,114.0,12.280701754385964,2011
TAYLOR ISD,43.0,222.0,19.36936936936937,2011
TEAGUE ISD,15.0,81.0,18.51851851851852,2011
TEMPLE ISD,72.0,464.0,15.517241379310345,2011
TENAHA ISD,,30.0,,2011
TERRELL COUNTY ISD,,17.0,,2011
TERRELL ISD,33.0,235.0,14.042553191489363,2011
TEXARKANA ISD,86.0,487.0,17.659137577002053,2011
TEXAS CITY ISD,48.0,385.0,12.467532467532468,2011
TEXHOMA ISD,,23.0,,2011
TEXLINE ISD,,16.0,,2011
THORNDALE ISD,11.0,54.0,20.37037037037037,2011
THRALL ISD,10.0,45.0,22.22222222222222,2011
THREE RIVERS ISD,11.0,46.0,23.91304347826087,2011
THROCKMORTON ISD,,16.0,,2011
TIDEHAVEN ISD,5.0,53.0,9.433962264150944,2011
TIMPSON ISD,,33.0,,2011
TOLAR ISD,14.0,43.0,32.55813953488372,2011
TOM BEAN ISD,8.0,65.0,12.307692307692308,2011
TOMBALL ISD,166.0,700.0,23.714285714285715,2011
TORNILLO ISD,9.0,77.0,11.688311688311687,2011
TRENT ISD,,9.0,,2011
TRENTON ISD,,41.0,,2011
TRINIDAD ISD,,15.0,,2011
TRINITY ISD,8.0,65.0,12.307692307692308,2011
TROUP ISD,5.0,54.0,9.25925925925926,2011
TROY ISD,10.0,90.0,11.11111111111111,2011
TULIA ISD,12.0,65.0,18.461538461538463,2011
TULOSO-MIDWAY ISD,61.0,269.0,22.676579925650557,2011
TURKEY-QUITAQUE ISD,,12.0,,2011
TYLER ISD,108.0,995.0,10.854271356783919,2011
UNION GROVE ISD,6.0,43.0,13.953488372093023,2011
UNION HILL ISD,,19.0,,2011
UNITED ISD,538.0,2256.0,23.847517730496453,2011
UTOPIA ISD,,18.0,,2011
VALENTINE ISD,,5.0,,2011
VALLEY MILLS ISD,,42.0,,2011
VALLEY VIEW ISD,9.0,43.0,20.930232558139537,2011
VALLEY VIEW ISD,63.0,286.0,22.02797202797203,2011
VAN ALSTYNE ISD,19.0,112.0,16.964285714285715,2011
VAN ISD,12.0,139.0,8.633093525179856,2011
VAN VLECK ISD,21.0,72.0,29.166666666666668,2011
VEGA ISD,7.0,19.0,36.84210526315789,2011
VENUS ISD,11.0,110.0,10.0,2011
VERIBEST ISD,,18.0,,2011
VERNON ISD,30.0,118.0,25.423728813559322,2011
VICTORIA ISD,80.0,707.0,11.315417256011315,2011
VIDOR ISD,58.0,335.0,17.313432835820898,2011
WACO ISD,70.0,741.0,9.446693657219974,2011
WAELDER ISD,,14.0,,2011
WALL ISD,47.0,88.0,53.40909090909091,2011
WALLER ISD,57.0,340.0,16.76470588235294,2011
WALNUT SPRINGS ISD,,13.0,,2011
WARREN ISD,16.0,80.0,20.0,2011
WASKOM ISD,6.0,49.0,12.244897959183673,2011
WATER VALLEY ISD,12.0,28.0,42.857142857142854,2011
WAXAHACHIE ISD,81.0,499.0,16.23246492985972,2011
WEATHERFORD ISD,86.0,494.0,17.408906882591094,2011
WEIMAR ISD,11.0,53.0,20.754716981132077,2011
WELLINGTON ISD,11.0,40.0,27.500000000000004,2011
WELLS ISD,,19.0,,2011
WESLACO ISD,259.0,1045.0,24.784688995215312,2011
WEST ISD,17.0,100.0,17.0,2011
WEST OSO ISD,19.0,87.0,21.839080459770116,2011
WEST RUSK ISD,8.0,49.0,16.3265306122449,2011
WEST SABINE ISD,8.0,47.0,17.02127659574468,2011
WESTBROOK ISD,,13.0,,2011
WESTWOOD ISD,14.0,94.0,14.893617021276595,2011
WHARTON ISD,12.0,134.0,8.955223880597014,2011
WHEELER ISD,9.0,31.0,29.03225806451613,2011
WHITE DEER ISD,6.0,25.0,24.0,2011
WHITE OAK ISD,11.0,103.0,10.679611650485436,2011
WHITE SETTLEMENT ISD,34.0,383.0,8.87728459530026,2011
WHITEHOUSE ISD,46.0,301.0,15.282392026578073,2011
WHITESBORO ISD,10.0,112.0,8.928571428571429,2011
WHITEWRIGHT ISD,6.0,56.0,10.714285714285714,2011
WHITHARRAL ISD,,15.0,,2011
WHITNEY ISD,13.0,98.0,13.26530612244898,2011
WICHITA FALLS ISD,199.0,962.0,20.686070686070686,2011
WILLIS ISD,61.0,350.0,17.42857142857143,2011
WILLS POINT ISD,32.0,189.0,16.93121693121693,2011
WILSON ISD,,6.0,,2011
WIMBERLEY ISD,52.0,155.0,33.5483870967742,2011
WINDTHORST ISD,10.0,30.0,33.33333333333333,2011
WINK-LOVING ISD,8.0,27.0,29.629629629629626,2011
WINNSBORO ISD,18.0,77.0,23.376623376623375,2011
WINONA ISD,,60.0,,2011
WINTERS ISD,8.0,38.0,21.052631578947366,2011
WODEN ISD,14.0,75.0,18.666666666666668,2011
WOLFE CITY ISD,14.0,44.0,31.818181818181817,2011
WOODSBORO ISD,,37.0,,2011
WOODSON ISD,,10.0,,2011
WOODVILLE ISD,14.0,71.0,19.718309859154928,2011
WORTHAM ISD,,34.0,,2011
WYLIE ISD,121.0,721.0,16.78224687933426,2011
WYLIE ISD,61.0,210.0,29.04761904761905,2011
YANTIS ISD,,16.0,,2011
YOAKUM ISD,11.0,99.0,11.11111111111111,2011
YORKTOWN ISD,11.0,46.0,23.91304347826087,2011
YSLETA ISD,765.0,3051.0,25.073746312684364,2011
ZAPATA COUNTY ISD,57.0,238.0,23.949579831932773,2011
ZAVALLA ISD,,22.0,,2011
ZEPHYR ISD,,8.0,,2011
ABBOTT ISD,6.0,19.0,31.57894736842105,2012
ABERNATHY ISD,10.0,45.0,22.22222222222222,2012
ABILENE ISD,127.0,1029.0,12.342079689018465,2012
ACADEMY ISD,14.0,72.0,19.444444444444446,2012
ADRIAN ISD,,8.0,,2012
AGUA DULCE ISD,6.0,19.0,31.57894736842105,2012
ALAMO HEIGHTS ISD,101.0,374.0,27.00534759358289,2012
ALBA-GOLDEN ISD,18.0,77.0,23.376623376623375,2012
ALBANY ISD,7.0,31.0,22.58064516129032,2012
ALDINE ISD,523.0,2980.0,17.550335570469798,2012
ALEDO ISD,90.0,393.0,22.900763358778626,2012
ALICE ISD,72.0,245.0,29.38775510204082,2012
ALIEF ISD,455.0,2425.0,18.762886597938145,2012
ALLEN ISD,271.0,1215.0,22.304526748971192,2012
ALPINE ISD,29.0,75.0,38.666666666666664,2012
ALTO ISD,8.0,45.0,17.77777777777778,2012
ALVARADO ISD,29.0,203.0,14.285714285714285,2012
ALVIN ISD,164.0,1021.0,16.06268364348678,2012
ALVORD ISD,14.0,52.0,26.923076923076923,2012
AMARILLO ISD,248.0,1743.0,14.228341939185313,2012
AMHERST ISD,,8.0,,2012
ANAHUAC ISD,15.0,85.0,17.647058823529413,2012
ANDREWS ISD,34.0,237.0,14.345991561181433,2012
ANGLETON ISD,54.0,404.0,13.366336633663368,2012
ANNA ISD,12.0,128.0,9.375,2012
ANSON ISD,6.0,48.0,12.5,2012
ANTHONY ISD,7.0,48.0,14.583333333333334,2012
ANTON ISD,,21.0,,2012
APPLE SPRINGS ISD,,16.0,,2012
AQUILLA ISD,,17.0,,2012
ARANSAS COUNTY ISD,51.0,201.0,25.37313432835821,2012
ARANSAS PASS ISD,24.0,107.0,22.429906542056074,2012
ARCHER CITY ISD,5.0,39.0,12.82051282051282,2012
ARGYLE ISD,68.0,162.0,41.9753086419753,2012
ARLINGTON ISD,749.0,3616.0,20.713495575221238,2012
ARP ISD,7.0,67.0,10.44776119402985,2012
ASPERMONT ISD,,14.0,,2012
ATHENS ISD,32.0,188.0,17.02127659574468,2012
ATLANTA ISD,28.0,105.0,26.666666666666668,2012
AUBREY ISD,22.0,105.0,20.952380952380953,2012
AUSTIN ISD,873.0,4259.0,20.497769429443533,2012
AUSTWELL-TIVOLI ISD,,12.0,,2012
AVALON ISD,,19.0,,2012
AVERY ISD,9.0,33.0,27.27272727272727,2012
AVINGER ISD,,14.0,,2012
AXTELL ISD,5.0,60.0,8.333333333333332,2012
AZLE ISD,46.0,346.0,13.294797687861271,2012
BAIRD ISD,,20.0,,2012
BALLINGER ISD,21.0,62.0,33.87096774193548,2012
BALMORHEA ISD,,12.0,,2012
BANDERA ISD,36.0,172.0,20.930232558139537,2012
BANGS ISD,17.0,70.0,24.285714285714285,2012
BANQUETE ISD,14.0,53.0,26.41509433962264,2012
BARBERS HILL ISD,57.0,270.0,21.11111111111111,2012
BARTLETT ISD,,29.0,,2012
BASTROP ISD,89.0,515.0,17.281553398058254,2012
BAY CITY ISD,33.0,252.0,13.095238095238097,2012
BEAUMONT ISD,442.0,1202.0,36.7720465890183,2012
BECKVILLE ISD,,28.0,,2012
BEEVILLE ISD,29.0,218.0,13.302752293577983,2012
BELLEVUE ISD,,8.0,,2012
BELLS ISD,,57.0,,2012
BELLVILLE ISD,32.0,164.0,19.51219512195122,2012
BELTON ISD,77.0,590.0,13.050847457627118,2012
BEN BOLT-PALITO BLANCO ISD,11.0,40.0,27.500000000000004,2012
BENAVIDES ISD,9.0,31.0,29.03225806451613,2012
BENJAMIN ISD,,,,2012
BIG SANDY ISD,,31.0,,2012
BIG SANDY ISD,,43.0,,2012
BIG SPRING ISD,20.0,226.0,8.849557522123893,2012
BIRDVILLE ISD,203.0,1353.0,15.003695491500368,2012
BLANCO ISD,21.0,67.0,31.343283582089555,2012
BLAND ISD,10.0,40.0,25.0,2012
BLANKET ISD,,11.0,,2012
BLOOMBURG ISD,,13.0,,2012
BLOOMING GROVE ISD,11.0,45.0,24.444444444444443,2012
BLOOMINGTON ISD,,34.0,,2012
BLUE RIDGE ISD,6.0,49.0,12.244897959183673,2012
BLUM ISD,,24.0,,2012
BOERNE ISD,144.0,525.0,27.42857142857143,2012
BOLES ISD,,40.0,,2012
BOLING ISD,7.0,72.0,9.722222222222223,2012
BONHAM ISD,12.0,117.0,10.256410256410255,2012
BOOKER ISD,5.0,28.0,17.857142857142858,2012
BORDEN COUNTY ISD,,12.0,,2012
BORGER ISD,32.0,177.0,18.07909604519774,2012
BOSQUEVILLE ISD,5.0,42.0,11.904761904761903,2012
BOVINA ISD,5.0,33.0,15.151515151515152,2012
BOWIE ISD,14.0,109.0,12.844036697247708,2012
BOYD ISD,27.0,97.0,27.835051546391753,2012
BOYS RANCH ISD,8.0,56.0,14.285714285714285,2012
BRACKETT ISD,8.0,32.0,25.0,2012
BRADY ISD,17.0,79.0,21.518987341772153,2012
BRAZOS ISD,10.0,53.0,18.867924528301888,2012
BRAZOSPORT ISD,121.0,785.0,15.414012738853502,2012
BRECKENRIDGE ISD,20.0,89.0,22.47191011235955,2012
BREMOND ISD,,22.0,,2012
BRENHAM ISD,52.0,323.0,16.09907120743034,2012
BRIDGE CITY ISD,23.0,171.0,13.450292397660817,2012
BRIDGEPORT ISD,15.0,150.0,10.0,2012
BROADDUS ISD,,39.0,,2012
BROCK ISD,16.0,68.0,23.52941176470588,2012
BRONTE ISD,10.0,32.0,31.25,2012
BROOKELAND ISD,12.0,34.0,35.294117647058826,2012
BROOKESMITH ISD,,9.0,,2012
BROOKS COUNTY ISD,25.0,86.0,29.069767441860467,2012
BROWNFIELD ISD,13.0,95.0,13.684210526315791,2012
BROWNSBORO ISD,17.0,179.0,9.497206703910614,2012
