DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA,Graduated 4-Year,Graduated 4-Year (%)
GREENVILLE ISD,Richardson,18.3,19.5,2011,109,193,12.4,1.770642202,45,267,16.85393258,967,39.8,330209,15,33.33333333
GREENVILLE ISD,Richardson,19.9,19.8,2012,45,60,30,1.333333333,46,268,17.1641791,989,38.8,353126,17,36.95652174
HARLANDALE ISD,San Antonio,18.7,23.9,2011,311,425,13.2,1.366559486,93,826,11.2590799,865,46.8,90871,14,15.05376344
HARLANDALE ISD,San Antonio,17.9,28,2012,315,464,11.4,1.473015873,97,860,11.27906977,857,49.7,85263,25,25.77319588
HARLANDALE ISD,San Antonio,17.4,27.4,2013,275,421,13.5,1.530909091,102,842,12.11401425,798,92.3,83293,32,31.37254902
HARLANDALE ISD,San Antonio,18.4,24.9,2014,409,671,9.2,1.640586797,122,887,13.75422773,791,89.9,81759,38,31.14754098
HARLANDALE ISD,San Antonio,17.4,15.1,2015,351,622,13,1.772079772,80,915,8.743169399,760,95,83957,,
HARLANDALE ISD,San Antonio,17.7,11.5,2016,374,607,14.7,1.622994652,121,963,12.56490135,757,93.7,82554,,
HARLANDALE ISD,San Antonio,17.6,15.8,2017,509,835,7.9,1.640471513,130,986,13.18458418,855,90.7,96440,,
HIGHLAND PARK ISD,Richardson,26.8,81.2,2011,772,2387,68.1,3.091968912,151,508,29.72440945,1215,94.4,1920412,98,64.90066225
HIGHLAND PARK ISD,Richardson,26.6,80.5,2012,764,2368,66.3,3.09947644,121,483,25.05175983,1213,85.7,1821457,87,71.90082645
HIGHLAND PARK ISD,Richardson,27.2,84.9,2014,817,2504,72.8,3.064871481,120,502,23.90438247,1217,69.5,1748197,91,75.83333333
HIGHLAND PARK ISD,Richardson,27.4,87.1,2015,825,2716,70.9,3.292121212,126,534,23.59550562,1212,62.4,1830168,,
HIGHLAND PARK ISD,Richardson,27.6,88,2016,806,2575,76,3.194789082,114,482,23.65145228,1243,60,1960131,,
HIGHLAND PARK ISD,Richardson,27.6,87.8,2017,864,2532,74,2.930555556,108,517,20.88974855,1309,52,2122860,,
HONDO ISD,San Antonio,20.3,60,2014,32,59,40.7,1.84375,36,145,24.82758621,958,20,250578,,
HONDO ISD,San Antonio,18.8,48.5,2017,44,64,28.1,1.454545455,23,134,17.1641791,998,9.7,305981,,
HOUSTON ISD,Houston,19.6,29.7,2011,6786,14971,33.6,2.206159741,2128,9955,21.37619287,915,68.5,591624,401,18.84398496
HOUSTON ISD,Houston,20.5,21.9,2012,7600,16479,32.6,2.168289474,2231,9684,23.03800083,848,97.6,569432,463,20.75302555
HOUSTON ISD,Houston,20.5,21.2,2013,7560,16403,34.9,2.169708995,2015,9487,21.23959102,850,96.1,578069,472,23.42431762
HOUSTON ISD,Houston,20.5,20.6,2014,7428,16085,34.9,2.165455035,1980,9580,20.66805846,839,98,597768,506,25.55555556
HOUSTON ISD,Houston,20.8,19.7,2015,8052,18153,33.6,2.254470939,1924,9740,19.75359343,848,96.5,641849,,
HOUSTON ISD,Houston,21.1,21.4,2016,8289,19330,33.3,2.332006273,2072,10225,20.26405868,844,94.2,712393,,
HOUSTON ISD,Houston,21.9,17.7,2017,8602,20537,33.4,2.387468031,2094,10613,19.73051917,950,90.1,789002,,
HUFFMAN ISD,Houston,21.8,20.5,2011,104,183,35.5,1.759615385,35,202,17.32673267,978,71.6,256255,14,40
HUFFMAN ISD,Houston,19.9,18.9,2012,74,138,40.6,1.864864865,46,228,20.1754386,975,69.3,250183,19,41.30434783
HUFFMAN ISD,Houston,22.2,13.4,2013,48,84,50,1.75,35,186,18.8172043,975,55.9,262155,19,54.28571429
HUFFMAN ISD,Houston,22.3,14.9,2014,69,108,43.5,1.565217391,40,202,19.8019802,988,53,251819,16,40
HUFFMAN ISD,Houston,21.8,16.2,2015,84,151,53.6,1.797619048,40,222,18.01801802,967,53.6,250853,,
HUFFMAN ISD,Houston,21.9,22.2,2016,67,143,43.4,2.134328358,49,230,21.30434783,983,52.2,266173,,
HUFFMAN ISD,Houston,21.5,10,2017,91,183,51.9,2.010989011,48,229,20.96069869,1024,56.8,301519,,
HUMBLE ISD,Houston,22.4,30.3,2011,978,1989,58.1,2.033742331,580,2452,23.65415987,1011,69.2,293248,215,37.06896552
HUMBLE ISD,Houston,22,32.7,2012,1261,2494,55.7,1.9777954,571,2538,22.49802994,1001,65.6,286829,207,36.25218914
HUMBLE ISD,Houston,22.3,28.2,2013,1215,2566,56.2,2.111934156,595,2557,23.26945639,1000,63.3,283061,271,45.54621849
HUMBLE ISD,Houston,22.8,31.3,2014,1326,2520,59.2,1.900452489,634,2562,24.74629196,1012,60.4,279638,288,45.42586751
HUMBLE ISD,Houston,22.5,31.9,2015,1324,2911,57.1,2.198640483,628,2677,23.459096,996,58.5,285005,,
HUMBLE ISD,Houston,22.9,34.8,2016,1488,3294,58.7,2.213709677,723,2780,26.00719424,998,58.7,302496,,
HUMBLE ISD,Houston,22.5,33.6,2017,1675,3758,54.4,2.24358209,690,2899,23.8013108,1074,57.5,330877,,
HURST-EULESS-BEDFORD ISD,Fort Worth,22,31.6,2011,619,1105,58.8,1.785137318,274,1457,18.80576527,1028,55,430237,98,35.76642336
HURST-EULESS-BEDFORD ISD,Fort Worth,21.8,35.4,2012,670,1095,54.1,1.634328358,275,1417,19.40719831,1011,57,408613,109,39.63636364
HURST-EULESS-BEDFORD ISD,Fort Worth,21.1,32.7,2013,646,1018,58,1.575851393,254,1422,17.86216596,1000,55.8,407853,99,38.97637795
HURST-EULESS-BEDFORD ISD,Fort Worth,21.9,32.4,2014,719,1211,52.9,1.684283727,235,1443,16.28551629,1022,54,410262,105,44.68085106
HURST-EULESS-BEDFORD ISD,Fort Worth,22.2,31.1,2015,681,1158,54.8,1.700440529,262,1469,17.83526208,1008,56.9,418485,,
HURST-EULESS-BEDFORD ISD,Fort Worth,22.1,37.6,2016,850,1468,55.1,1.727058824,297,1479,20.0811359,987,60.6,427454,,
HURST-EULESS-BEDFORD ISD,Fort Worth,21.8,31.6,2017,894,1585,56,1.772930649,303,1549,19.5610071,1077,57.3,441116,,
HUTTO ISD,Austin,20.9,28.3,2011,163,332,34.3,2.036809816,57,275,20.72727273,954,66.9,265353,11,19.29824561
HUTTO ISD,Austin,19.5,21.9,2012,123,242,45.9,1.967479675,73,319,22.88401254,958,59.2,257525,29,39.7260274
HUTTO ISD,Austin,20.2,26,2013,103,200,41.5,1.941747573,71,335,21.19402985,966,61.5,259548,32,45.07042254
HUTTO ISD,Austin,20.4,33.8,2014,122,261,29.5,2.139344262,62,317,19.55835962,934,54.3,257165,22,35.48387097
HUTTO ISD,Austin,19.3,35.2,2015,167,365,30.7,2.185628743,95,383,24.80417755,940,58.2,260512,,
HUTTO ISD,Austin,20,37.9,2016,155,356,44.4,2.296774194,93,383,24.28198433,944,53.3,274616,,
HUTTO ISD,Austin,20.4,26.5,2017,169,388,57.5,2.295857988,91,412,22.08737864,1043,55.8,302918,,
INGRAM ISD,San Antonio,21.3,37.5,2011,43,61,37.7,1.418604651,13,82,15.85365854,964,67.5,433730,6,46.15384615
IRVING ISD,Richardson,18.7,15.2,2011,957,1837,27.3,1.91954023,286,1949,14.67419189,847,78.4,286194,73,25.52447552
IRVING ISD,Richardson,19.2,13.7,2012,1037,2103,28.1,2.027965284,262,1922,13.63163371,861,78.6,267332,78,29.77099237
IRVING ISD,Richardson,18.4,11.1,2013,1059,2129,27.4,2.010387158,271,2010,13.48258706,834,83.5,264581,74,27.30627306
IRVING ISD,Richardson,18.7,15.2,2014,1239,2484,27.5,2.004842615,251,1998,12.56256256,837,87.1,262509,83,33.06772908
IRVING ISD,Richardson,16.8,25.4,2015,1475,3095,23,2.098305085,239,2137,11.18390267,840,82.4,268429,,
IRVING ISD,Richardson,16.4,78.4,2016,1599,3402,26.7,2.127579737,270,2143,12.59916006,830,83.1,277018,,
IRVING ISD,Richardson,16.8,83.2,2017,1705,3986,24.3,2.337829912,294,2280,12.89473684,922,86.9,300858,,
JOSHUA ISD,Fort Worth,20.6,17.8,2011,56,97,66,1.732142857,52,288,18.05555556,992,51.7,359225,18,34.61538462
JOSHUA ISD,Fort Worth,21.6,13.5,2012,42,73,63,1.738095238,47,289,16.26297578,986,53.3,334284,13,27.65957447
JOSHUA ISD,Fort Worth,22.2,14.8,2013,36,56,64.3,1.555555556,61,305,20,1011,49.5,332789,30,49.18032787
JOSHUA ISD,Fort Worth,21.5,14.3,2015,40,57,59.6,1.425,49,322,15.2173913,992,50.3,270374,,
JOSHUA ISD,Fort Worth,21.5,22.5,2016,51,79,51.9,1.549019608,53,334,15.86826347,990,51.5,268973,,
JUDSON ISD,San Antonio,19.3,13.6,2011,361,673,37.3,1.864265928,188,1256,14.96815287,924,57.9,289992,46,24.46808511
JUDSON ISD,San Antonio,18.9,15.9,2012,308,541,39.7,1.756493506,197,1369,14.39006574,897,60.2,284328,45,22.84263959
JUDSON ISD,San Antonio,19,16.4,2013,247,467,41.3,1.890688259,275,1334,20.61469265,903,65.7,280166,67,24.36363636
JUDSON ISD,San Antonio,18.6,14.6,2014,240,382.5,38.5,1.59375,229,1366,16.76427526,893,63.5,287277,81,35.37117904
JUDSON ISD,San Antonio,19.4,9.7,2015,202.5,394,27.4,1.945679012,235,1378,17.05370102,852,90.6,293780,,
JUDSON ISD,San Antonio,19.9,10.8,2016,298,590,23.1,1.979865772,229,1447,15.82584658,826,92.5,309210,,
JUDSON ISD,San Antonio,20.2,6.6,2017,337.5,676,20.7,2.002962963,224,1343,16.67907669,917,91.1,351253,,
KATY ISD,Houston,23.7,34.8,2011,2423,6522,78,2.691704499,993,4078,24.35017165,1071,75.4,330939,450,45.31722054
KATY ISD,Houston,23.5,37.3,2012,2625,6978,76.9,2.658285714,939,4090,22.95843521,1068,71.7,327631,436,46.43237487
KATY ISD,Houston,23.6,36,2013,2811,7635,74.3,2.716115261,954,4259,22.39962432,1071,70.4,331108,480,50.31446541
KATY ISD,Houston,23.9,37.1,2014,2781,7698,79.5,2.76806904,1077,4457,24.16423603,1074,70,338212,537,49.86072423
KATY ISD,Houston,24.1,34.4,2015,3122,8872,75.4,2.841768097,1123,4684,23.97523484,1075,69.7,353693,,
KATY ISD,Houston,24.5,36.4,2016,3351,9256,72.7,2.762160549,1113,4810,23.13929314,1074,69.9,392092,,
KATY ISD,Houston,24.3,37.2,2017,3692,10504,75.5,2.845070423,1174,5016,23.40510367,1145,70.9,448869,,
KAUFMAN ISD,Richardson,17.9,9.6,2011,66,125,27.2,1.893939394,33,216,15.27777778,943,48,179593,15,45.45454545
KAUFMAN ISD,Richardson,18.8,20.7,2015,43,66,31.8,1.534883721,40,227,17.62114537,937,47.6,166827,,
KAUFMAN ISD,Richardson,20.1,100,2016,39,55,36.4,1.41025641,,44,,955,100,157905,,#DIV/0!
KELLER ISD,Fort Worth,22.7,39,2011,1074,2472,59.4,2.301675978,470,2004,23.45309381,1044,66.4,347047,205,43.61702128
KELLER ISD,Fort Worth,23.1,37,2012,1178,2734,63.1,2.320882852,499,2075,24.04819277,1050,64,340389,212,42.48496994
KELLER ISD,Fort Worth,22.8,44.5,2013,1410,3186,63,2.259574468,499,2172,22.97421731,1049,63.1,345629,247,49.498998
KELLER ISD,Fort Worth,23.1,47.2,2014,1574,3717,62.8,2.361499365,559,2315,24.14686825,1053,60.8,348489,289,51.69946333
KELLER ISD,Fort Worth,22.8,45.9,2015,1570,3975,58.7,2.531847134,549,2397,22.90362954,1037,59.8,367730,,
KELLER ISD,Fort Worth,22.9,49.3,2016,1704,4358,62.4,2.557511737,561,2471,22.70335896,1037,60.9,379288,,
KELLER ISD,Fort Worth,23,45.5,2017,1837,4869,63.5,2.650517148,579,2619,22.10767468,1111,61.9,399061,,
KENNEDALE ISD,Fort Worth,20.7,18.1,2011,51,82,47.6,1.607843137,42,208,20.19230769,950,66.8,331825,14,33.33333333
KENNEDALE ISD,Fort Worth,20,18.2,2012,38,51,62.7,1.342105263,54,220,24.54545455,966,67.3,316270,26,48.14814815
KENNEDALE ISD,Fort Worth,21.8,19.5,2013,42,52,75,1.238095238,51,226,22.56637168,979,51.3,325209,31,60.78431373
KENNEDALE ISD,Fort Worth,21.3,23.7,2014,43,63,60.3,1.465116279,38,211,18.00947867,980,63,325660,20,52.63157895
KENNEDALE ISD,Fort Worth,22.1,21.1,2015,73,123,56.1,1.684931507,51,228,22.36842105,961,64.5,335135,,
KENNEDALE ISD,Fort Worth,21.2,22.9,2016,73,126,51.6,1.726027397,65,240,27.08333333,976,63.8,340139,,
KENNEDALE ISD,Fort Worth,19.8,25.4,2017,73,107,47.7,1.465753425,52,224,23.21428571,1034,63.8,358190,,
KERRVILLE ISD,San Antonio,22.8,18,2011,153,275,57.8,1.797385621,72,332,21.68674699,1004,63.7,476934,21,29.16666667
KERRVILLE ISD,San Antonio,22.5,13.5,2012,132,288,62.2,2.181818182,51,312,16.34615385,1022,55.4,489113,21,41.17647059
KERRVILLE ISD,San Antonio,22.4,14.6,2013,180,347,51.6,1.927777778,65,335,19.40298507,1030,53.4,494725,22,33.84615385
KERRVILLE ISD,San Antonio,22.3,15.2,2014,207,454,55.3,2.193236715,74,323,22.91021672,1023,61.6,486896,26,35.13513514
KERRVILLE ISD,San Antonio,23.7,19.5,2015,199,525,51.4,2.638190955,58,344,16.86046512,1016,58.7,484758,,
KERRVILLE ISD,San Antonio,23,19.3,2016,184,413,52.8,2.244565217,75,327,22.93577982,1019,51.7,488915,,
KERRVILLE ISD,San Antonio,21.6,22.9,2017,171,401,60.1,2.34502924,85,353,24.07932011,1070,58.1,513176,,
KLEIN ISD,Houston,22.4,27.4,2011,1119,2304,57.9,2.058981233,743,3065,24.24143556,1021,70.6,301357,294,39.56931359
KLEIN ISD,Houston,22.9,28,2012,1034,2138,59.4,2.067698259,717,3061,23.42371774,1024,65.2,285220,312,43.51464435
KLEIN ISD,Houston,22.4,26.5,2013,1055,2110,57.7,2,720,3106,23.18094012,1018,61,282795,325,45.13888889
KLEIN ISD,Houston,22.4,28.3,2014,1012.5,2211,58.6,2.183703704,733,3197,22.92774476,1024,58.4,282036,355,48.43110505
KLEIN ISD,Houston,22.7,26.8,2015,1241,2696,55.3,2.172441579,718,3406,21.08044627,1018,57.7,293054,,
KLEIN ISD,Houston,21.7,40.3,2016,1284,2781,56.7,2.16588785,768,3375,22.75555556,1005,56.6,314422,,
KLEIN ISD,Houston,19.7,84.7,2017,1462.5,3214,53.9,2.197606838,718,3437,20.89031132,1083,50.9,353021,,
KRUM ISD,Fort Worth,21.8,18.1,2011,33,66,48.5,2,13,99,13.13131313,978,55.4,446225,,
KRUM ISD,Fort Worth,21.3,35.1,2013,39,56,46.4,1.435897436,24,111,21.62162162,945,48.6,388088,13,54.16666667
KRUM ISD,Fort Worth,20.7,39.4,2014,37,59,39,1.594594595,22,99,22.22222222,981,55.6,344256,11,50
KRUM ISD,Fort Worth,20.9,57.4,2015,96,155,28.4,1.614583333,31,136,22.79411765,975,41.9,346468,,
KRUM ISD,Fort Worth,21.3,59.1,2016,78,124,40.3,1.58974359,34,127,26.77165354,976,35.4,377308,,
KRUM ISD,Fort Worth,21.8,41.2,2017,60,80,46.3,1.333333333,39,136,28.67647059,1083,48.5,369433,,
LA GRANGE ISD,Austin,20.8,15.9,2011,39,57,73.7,1.461538462,30,146,20.54794521,1011,63.6,523995,23,76.66666667
LA GRANGE ISD,Austin,20.7,20.7,2012,58,83,63.9,1.431034483,16,111,14.41441441,998,57.7,524082,11,68.75
LA GRANGE ISD,Austin,21.6,13.6,2013,74,103,61.2,1.391891892,30,154,19.48051948,1005,59.1,508932,22,73.33333333
LA GRANGE ISD,Austin,21.4,11.6,2014,60,98,60.2,1.633333333,25,155,16.12903226,977,50.3,557146,20,80
LA GRANGE ISD,Austin,23,24.1,2015,66,125,45.6,1.893939394,32,133,24.06015038,1008,60.9,574724,,
LA GRANGE ISD,Austin,21.8,21.8,2016,63,121,47.9,1.920634921,30,156,19.23076923,983,60.3,530845,,
LA GRANGE ISD,Austin,24,18.1,2017,55,126,46,2.290909091,19,116,16.37931034,1039,57.8,549956,,
LA PORTE ISD,Houston,20.1,16.7,2011,186,345,36.5,1.85483871,60,525,11.42857143,968,48.3,849915,28,46.66666667
LA PORTE ISD,Houston,20,20.5,2012,151,293,41,1.940397351,82,484,16.94214876,970,50,823231,32,39.02439024
LA PORTE ISD,Houston,19.5,11.2,2013,151,312,43.6,2.066225166,59,544,10.84558824,969,40.1,845785,32,54.23728814
LA PORTE ISD,Houston,18.9,13,2014,210,443,29.6,2.10952381,66,524,12.59541985,953,44.8,898184,22,33.33333333
LA PORTE ISD,Houston,19.2,10,2015,199,447,30.9,2.246231156,67,450,14.88888889,956,49.6,942798,,
LA PORTE ISD,Houston,19,13.5,2016,292,613,22,2.099315068,69,510,13.52941176,954,45.1,982447,,
LA PORTE ISD,Houston,21.5,14.2,2017,240,553,19.3,2.304166667,79,556,14.20863309,1043,45.3,1158898,,
LA VERNIA ISD,San Antonio,21.9,27.2,2011,52,72,63.9,1.384615385,44,210,20.95238095,1001,68.5,230871,13,29.54545455
LA VERNIA ISD,San Antonio,22.2,25.4,2012,56,69,55.1,1.232142857,42,205,20.48780488,996,62.4,243224,22,52.38095238
LA VERNIA ISD,San Antonio,21.2,28,2013,48,58,46.6,1.208333333,37,200,18.5,972,53.5,260077,17,45.94594595
LA VERNIA ISD,San Antonio,20.6,25.5,2014,81,95,45.3,1.172839506,52,216,24.07407407,974,62,268247,26,50
LA VERNIA ISD,San Antonio,22,25.4,2015,84,130,35.4,1.547619048,67,240,27.91666667,978,69.2,269039,,
LA VERNIA ISD,San Antonio,20.6,22.7,2016,121,143,30.8,1.181818182,47,242,19.4214876,935,60.3,269154,,
LA VERNIA ISD,San Antonio,21.5,24.4,2017,156,272,32.4,1.743589744,75,250,30,1043,68.4,301389,,
LAGO VISTA ISD,Austin,21.1,36.4,2011,55,104,52.9,1.890909091,21,92,22.82608696,1026,65.9,1217369,,
LAGO VISTA ISD,Austin,21.2,44.7,2012,55,122,60.7,2.218181818,34,76,44.73684211,1025,77.6,1122652,8,23.52941176
LAGO VISTA ISD,Austin,23.3,47.4,2013,61,123,65,2.016393443,24,97,24.74226804,1030,62.9,1091340,12,50
LAGO VISTA ISD,Austin,23,51.1,2014,54,130,56.9,2.407407407,24,92,26.08695652,1014,57.6,1020808,11,45.83333333
LAGO VISTA ISD,Austin,23.4,35.9,2015,62,90,58.9,1.451612903,29,103,28.15533981,1049,70.9,992965,,
LAGO VISTA ISD,Austin,21.8,58.4,2016,59,122,49.2,2.06779661,41,113,36.28318584,1008,73.5,949342,,
LAGO VISTA ISD,Austin,22,66,2017,38,81,53.1,2.131578947,35,103,33.98058252,1116,55.3,1002393,,
LAKE DALLAS ISD,Fort Worth,21.8,23,2011,75,116,49.1,1.546666667,47,251,18.7250996,994,63,324484,22,46.80851064
LAKE DALLAS ISD,Fort Worth,22,22.7,2012,72,106,52.8,1.472222222,40,260,15.38461538,1000,59.2,313195,22,55
LAKE DALLAS ISD,Fort Worth,22.3,36.5,2013,75,111,43.2,1.48,60,282,21.27659574,1021,59.6,320677,30,50
LAKE DALLAS ISD,Fort Worth,22.5,29.9,2014,67,87,54,1.298507463,61,274,22.26277372,998,58,327185,29,47.54098361
LAKE DALLAS ISD,Fort Worth,22.5,34.9,2015,95,148,50.7,1.557894737,80,281,28.46975089,1008,60.5,331317,,
LAKE DALLAS ISD,Fort Worth,21.4,38,2016,97,169,56.2,1.742268041,61,303,20.1320132,966,58.1,347364,,
LAKE DALLAS ISD,Fort Worth,22.2,28.8,2017,94,195,53.8,2.074468085,71,295,24.06779661,1079,59.3,378632,,
LAKE TRAVIS ISD,Austin,24.3,47.7,2011,348,714,73,2.051724138,153,424,36.08490566,1117,90.8,1066698,68,44.44444444
LAKE TRAVIS ISD,Austin,25.2,45.4,2012,360,752,78.5,2.088888889,152,513,29.62962963,1122,79.7,965921,75,49.34210526
LAKE TRAVIS ISD,Austin,24.7,54.5,2013,438,988,72.3,2.255707763,186,494,37.65182186,1138,86.8,939378,79,42.47311828
LAKE TRAVIS ISD,Austin,25.1,56.5,2014,487,1036,71.9,2.127310062,177,533,33.20825516,1136,81.6,915434,103,58.1920904
LAKE TRAVIS ISD,Austin,24.9,56.8,2015,533,1340,64.6,2.514071295,158,555,28.46846847,1107,83.4,919348,,
LAKE TRAVIS ISD,Austin,24.6,73.1,2016,559,1398,69.5,2.500894454,174,588,29.59183673,1119,77,959682,,
LAKE TRAVIS ISD,Austin,25.1,65.8,2017,639,1735,71.7,2.715179969,191,635,30.07874016,1190,76.1,1035076,,
LAKE WORTH ISD,Fort Worth,17.4,25,2011,50,99,21.2,1.98,12,135,8.888888889,905,46,249057,,
LAKE WORTH ISD,Fort Worth,20.1,17.8,2012,53,79,22.8,1.490566038,19,135,14.07407407,858,58.5,236361,5,26.31578947
LAKE WORTH ISD,Fort Worth,17.4,37.4,2014,45,83,14.5,1.844444444,20,163,12.26993865,872,49.7,235722,,
LAKE WORTH ISD,Fort Worth,17.1,20.6,2015,68,126,15.9,1.852941176,20,155,12.90322581,877,55.5,234146,,
LAKE WORTH ISD,Fort Worth,17.8,36.3,2016,76,135,24.4,1.776315789,23,157,14.64968153,867,35.7,240016,,
LAKE WORTH ISD,Fort Worth,18.2,54.2,2017,101,198,23.2,1.96039604,32,155,20.64516129,955,67.7,231938,,
LANCASTER ISD,Richardson,15.4,62.3,2011,138,200,4.5,1.449275362,82,329,24.92401216,802,58.1,262718,7,8.536585366
LANCASTER ISD,Richardson,16.1,30.8,2012,127,213,4.2,1.677165354,86,334,25.74850299,818,56.6,261013,15,17.44186047
LANCASTER ISD,Richardson,16,42,2013,196,316,4.4,1.612244898,79,348,22.70114943,788,60.3,252102,6,7.594936709
LANCASTER ISD,Richardson,16.4,43,2014,186,347,3.5,1.865591398,85,365,23.28767123,802,52.1,232472,24,28.23529412
LANCASTER ISD,Richardson,16.8,57.1,2015,165,336,2.4,2.036363636,97,364,26.64835165,793,53,211138,,
LANCASTER ISD,Richardson,17,55.9,2016,226,405,3.5,1.792035398,102,399,25.56390977,780,49.6,233074,,
LANCASTER ISD,Richardson,15.7,78.1,2017,225,450,4.4,2,117,421,27.79097387,892,43.9,245946,,
LEANDER ISD,Austin,23.7,40.4,2011,1284,2802,59.4,2.182242991,456,1723,26.46546721,1070,77.8,429373,199,43.64035088
LEANDER ISD,Austin,23.2,39.3,2012,1434,2953,62.1,2.059274756,540,1903,28.37624803,1056,69.3,401483,236,43.7037037
LEANDER ISD,Austin,23.8,39.2,2013,1664,3643,64.4,2.189302885,567,2076,27.31213873,1075,68.3,397625,300,52.91005291
LEANDER ISD,Austin,23.6,39.5,2014,1597.5,3960,66.8,2.478873239,599,2037,29.4059892,1081,71.3,400260,301,50.25041736
LEANDER ISD,Austin,23.9,43.3,2015,1732.5,4363,69.6,2.518326118,692,2244,30.83778966,1087,74.3,418946,,
LEANDER ISD,Austin,23.3,57.5,2016,1890,4974,72.3,2.631746032,685,2412,28.39966833,1091,68.1,450380,,
LEANDER ISD,Austin,23.5,68.5,2017,2025,5130,70.7,2.533333333,759,2590,29.30501931,1169,67.7,498877,,
LEWISVILLE ISD,Fort Worth,23.8,44.4,2011,1951,4325,72.1,2.216811891,756,3487,21.68052767,1079,70.3,471674,352,46.56084656
LEWISVILLE ISD,Fort Worth,23.7,41,2012,2014,4392,72.4,2.180734856,767,3439,22.30299506,1088,68.3,457115,371,48.37027379
LEWISVILLE ISD,Fort Worth,24,40.5,2013,2136,4763,71.4,2.229868914,820,3577,22.92423819,1094,67.7,465378,417,50.85365854
LEWISVILLE ISD,Fort Worth,23.7,40.7,2014,2126,4832,75.4,2.272812794,872,3642,23.94288852,1091,65.6,471430,501,57.45412844
LEWISVILLE ISD,Fort Worth,23.9,38.7,2015,2316,5739,72.6,2.477979275,882,3777,23.35186656,1090,66,491262,,
LEWISVILLE ISD,Fort Worth,24,40.9,2016,2455,5824,75.2,2.372301426,927,3982,23.27975892,1083,66.2,524879,,
LEWISVILLE ISD,Fort Worth,24.4,44.8,2017,2596,6206,73.1,2.390600924,974,4099,23.76189314,1159,64.7,582780,,
LIBERTY HILL ISD,Austin,23.6,35.8,2011,86,117,65.8,1.360465116,42,179,23.46368715,1058,62.3,397559,18,42.85714286
LIBERTY HILL ISD,Austin,22.5,33.5,2012,75,110,63.6,1.466666667,50,170,29.41176471,1031,65.3,387378,19,38
LIBERTY HILL ISD,Austin,23.4,30.5,2013,88,130,65.4,1.477272727,37,167,22.15568862,1040,57.5,378196,16,43.24324324
LIBERTY HILL ISD,Austin,24,38.1,2014,101,140,63.6,1.386138614,46,202,22.77227723,1039,61.9,362894,22,47.82608696
LIBERTY HILL ISD,Austin,22.8,35.4,2015,106,185,63.2,1.745283019,62,240,25.83333333,1041,62.5,350784,,
LIBERTY HILL ISD,Austin,22.7,45.8,2016,139,222,59,1.597122302,80,251,31.87250996,1039,68.1,359270,,
LIBERTY HILL ISD,Austin,22.4,31.2,2017,136,218,66.1,1.602941176,63,263,23.95437262,1104,63.9,405633,,
LIBERTY ISD,Houston,19.1,24.6,2011,29,71,28.2,2.448275862,20,121,16.52892562,915,54.2,378162,6,30
LIBERTY ISD,Houston,19.1,28.9,2012,36,60,31.7,1.666666667,25,121,20.66115702,970,66.1,359996,12,48
LINDSAY ISD,Fort Worth,24.7,50,2011,37,51,35.3,1.378378378,16,43,37.20930233,1064,80,373435,10,62.5
LITTLE ELM ISD,Fort Worth,20.4,29.7,2011,182,428,28.7,2.351648352,60,301,19.93355482,963,62.9,284871,9,15
LITTLE ELM ISD,Fort Worth,19.2,34.5,2012,165,390,28.2,2.363636364,64,339,18.87905605,918,54,273718,16,25
LITTLE ELM ISD,Fort Worth,19.9,27.9,2013,177,410,38.5,2.316384181,51,341,14.95601173,941,51,296573,14,27.45098039
LITTLE ELM ISD,Fort Worth,20.3,36.2,2014,140,322,44.7,2.3,73,365,20,964,52.3,292988,27,36.98630137
LITTLE ELM ISD,Fort Worth,20.2,34,2015,113,236,42.4,2.088495575,52,326,15.95092025,933,52.8,310952,,
LITTLE ELM ISD,Fort Worth,19.7,27.8,2016,174,394,54.1,2.264367816,62,392,15.81632653,940,48.5,338944,,
LITTLE ELM ISD,Fort Worth,20.8,32.3,2017,237,609,51.7,2.569620253,76,462,16.45021645,1051,47.6,384251,,
LLANO ISD,Austin,23.3,20,2014,95,171,8.8,1.8,35,115,30.43478261,972,60.9,1744509,14,40
LLANO ISD,Austin,22,30.8,2015,73,142,21.1,1.945205479,37,117,31.62393162,1011,64.1,1802637,,
LLANO ISD,Austin,19.4,22.5,2016,49,73,24.7,1.489795918,30,111,27.02702703,989,47.7,1807963,,
LLANO ISD,Austin,21.8,36.7,2017,36,51,33.3,1.416666667,29,98,29.59183673,1082,60.2,1843545,,
LOCKHART ISD,Austin,18.8,33.9,2011,70,107,43,1.528571429,61,320,19.0625,909,47.5,194200,15,24.59016393
LOCKHART ISD,Austin,18.4,31.4,2012,111,183,39.3,1.648648649,60,331,18.12688822,947,46.5,200928,19,31.66666667
LOCKHART ISD,Austin,19.8,20.9,2013,89,188,40.4,2.112359551,64,320,20,932,48.8,213087,21,32.8125
LOCKHART ISD,Austin,19.2,24.2,2014,155,294,26.9,1.896774194,66,298,22.14765101,917,51.7,207941,16,24.24242424
LOCKHART ISD,Austin,19.3,20.8,2015,146,307,25.7,2.102739726,48,322,14.9068323,859,72,209001,,
