DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
184903   WEATHERFORD ISD,89,15.1%,209,35.4%,292,49.5%,590,100.0%
240904   WEBB CISD,*,*,*,*,13,59.1%,22,100.0%
045905   WEIMAR ISD,17,34.7%,19,38.8%,13,26.5%,49,100.0%
044902   WELLINGTON ISD,6,17.1%,11,31.4%,18,51.4%,35,100.0%
223904   WELLMAN-UNION CISD,*,*,,,7,63.6%,11,100.0%
037909   WELLS ISD,*,*,*,*,5,55.6%,9,100.0%
108913   WESLACO ISD,227,18.8%,376,31.1%,606,50.1%,"1,209",100.0%
100908   WEST HARDIN COUNTY CISD,11,27.5%,6,15.0%,23,57.5%,40,100.0%
161916   WEST ISD,17,13.7%,67,54.0%,40,32.3%,124,100.0%
181906   WEST ORANGE-COVE CISD,24,16.0%,37,24.7%,89,59.3%,150,100.0%
178915   WEST OSO ISD,26,19.6%,27,20.3%,80,60.2%,133,100.0%
201914   WEST RUSK COUNTY CONSOLIDATED ISD,*,*,*,*,33,53.2%,62,100.0%
202905   WEST SABINE ISD,7,17.1%,11,26.8%,23,56.1%,41,100.0%
168903   WESTBROOK ISD,5,26.3%,6,31.6%,8,42.1%,19,100.0%
220810   WESTLAKE ACADEMY CHARTER SCHOOL,24,37.5%,6,9.4%,34,53.1%,64,100.0%
001908   WESTWOOD ISD,9,8.9%,29,28.7%,63,62.4%,101,100.0%
241904   WHARTON ISD,22,14.6%,53,35.1%,76,50.3%,151,100.0%
242903   WHEELER ISD,9,24.3%,6,16.2%,22,59.5%,37,100.0%
033904   WHITE DEER ISD,*,*,*,*,13,56.5%,23,100.0%
092908   WHITE OAK ISD,15,16.3%,41,44.6%,36,39.1%,92,100.0%
220920   WHITE SETTLEMENT ISD,74,17.7%,116,27.8%,228,54.6%,418,100.0%
040902   WHITEFACE CISD,5,17.2%,20,69.0%,*,*,29,100.0%
212906   WHITEHOUSE ISD,53,16.1%,126,38.3%,150,45.6%,329,100.0%
091909   WHITESBORO ISD,19,21.1%,26,28.9%,45,50.0%,90,100.0%
091910   WHITEWRIGHT ISD,16,25.0%,22,34.4%,26,40.6%,64,100.0%
110908   WHITHARRAL ISD,*,*,*,*,*,*,9,100.0%
109911   WHITNEY ISD,19,16.8%,35,31.0%,59,52.2%,113,100.0%
243905   WICHITA FALLS ISD,179,20.9%,164,19.2%,512,59.9%,855,100.0%
170904   WILLIS ISD,72,16.9%,118,27.8%,235,55.3%,425,100.0%
234907   WILLS POINT ISD,31,20.0%,31,20.0%,93,60.0%,155,100.0%
153907   WILSON ISD,,,*,*,7,87.5%,8,100.0%
105905   WIMBERLEY ISD,47,30.9%,25,16.5%,80,52.6%,152,100.0%
005904   WINDTHORST ISD,13,35.1%,10,27.0%,14,37.8%,37,100.0%
057828   WINFREE ACADEMY CHARTER SCHOOLS,8,2.6%,72,23.1%,232,74.4%,312,100.0%
248902   WINK-LOVING ISD,*,*,*,*,10,47.6%,21,100.0%
250907   WINNSBORO ISD,15,14.9%,40,39.6%,46,45.5%,101,100.0%
212910   WINONA ISD,*,*,*,*,26,52.0%,50,100.0%
200904   WINTERS ISD,7,33.3%,8,38.1%,6,28.6%,21,100.0%
174906   WODEN ISD,20,35.7%,18,32.1%,18,32.1%,56,100.0%
116909   WOLFE CITY ISD,7,15.9%,15,34.1%,22,50.0%,44,100.0%
196902   WOODSBORO ISD,*,*,*,*,14,41.2%,34,100.0%
224902   WOODSON ISD,*,*,*,*,6,66.7%,9,100.0%
229903   WOODVILLE ISD,17,19.5%,26,29.9%,44,50.6%,87,100.0%
081905   WORTHAM ISD,5,13.9%,20,55.6%,11,30.6%,36,100.0%
043914   WYLIE ISD,187,18.8%,345,34.7%,461,46.4%,993,100.0%
221912   WYLIE ISD,63,26.1%,63,26.1%,115,47.7%,241,100.0%
250905   YANTIS ISD,*,*,*,*,13,59.1%,22,100.0%
101845   YES PREP PUBLIC SCHOOLS INC,320,40.0%,141,17.6%,339,42.4%,800,100.0%
062903   YOAKUM ISD,6,6.7%,32,36.0%,51,57.3%,89,100.0%
062904   YORKTOWN ISD,*,*,*,*,29,67.4%,43,100.0%
071905   YSLETA ISD,767,27.2%,902,31.9%,"1,155",40.9%,"2,824",100.0%
253901   ZAPATA COUNTY ISD,68,28.3%,61,25.4%,111,46.3%,240,100.0%
003906   ZAVALLA ISD,*,*,*,*,15,62.5%,24,100.0%
025906   ZEPHYR ISD,*,*,*,*,10,52.6%,19,100.0%
