DistName,RegnName,Year,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%)
PILOT POINT ISD,Fort Worth,2011,20,93,21.50537634
PILOT POINT ISD,Fort Worth,2012,18,96,18.75
PILOT POINT ISD,Fort Worth,2013,24,104,23.07692308
PILOT POINT ISD,Fort Worth,2014,19,87,21.83908046
PILOT POINT ISD,Fort Worth,2015,24,113,21.23893805
PILOT POINT ISD,Fort Worth,2016,24,95,25.26315789
PILOT POINT ISD,Fort Worth,2017,18,107,16.82242991
PLANO ISD,Richardson,2011,865,3577,24.18227565
PLANO ISD,Richardson,2012,796,3634,21.90423775
PLANO ISD,Richardson,2013,916,3802,24.09258285
PLANO ISD,Richardson,2014,967,3796,25.47418335
PLANO ISD,Richardson,2015,988,3862,25.58259969
PLANO ISD,Richardson,2016,932,3948,23.60688956
PLANO ISD,Richardson,2017,999,3967,25.18275775
PLEASANTON ISD,San Antonio,2011,37,218,16.97247706
PLEASANTON ISD,San Antonio,2012,31,196,15.81632653
PLEASANTON ISD,San Antonio,2013,25,218,11.46788991
PLEASANTON ISD,San Antonio,2014,38,213,17.84037559
PLEASANTON ISD,San Antonio,2015,39,233,16.73819742
PLEASANTON ISD,San Antonio,2016,42,254,16.53543307
PLEASANTON ISD,San Antonio,2017,44,195,22.56410256
PONDER ISD,Fort Worth,2011,13,68,19.11764706
PONDER ISD,Fort Worth,2012,13,81,16.04938272
PONDER ISD,Fort Worth,2013,23,92,25
PONDER ISD,Fort Worth,2014,15,80,18.75
PONDER ISD,Fort Worth,2015,15,89,16.85393258
PONDER ISD,Fort Worth,2016,27,100,27
PONDER ISD,Fort Worth,2017,11,84,13.0952381
POOLVILLE ISD,Fort Worth,2011,,27,
POOLVILLE ISD,Fort Worth,2012,,33,
POOLVILLE ISD,Fort Worth,2013,5,33,15.15151515
POOLVILLE ISD,Fort Worth,2014,,31,
POOLVILLE ISD,Fort Worth,2015,6,45,13.33333333
POOLVILLE ISD,Fort Worth,2016,,25,
POOLVILLE ISD,Fort Worth,2017,,37,
POTEET ISD,San Antonio,2011,11,103,10.67961165
POTEET ISD,San Antonio,2012,10,114,8.771929825
POTEET ISD,San Antonio,2013,12,103,11.65048544
POTEET ISD,San Antonio,2014,14,100,14
POTEET ISD,San Antonio,2015,11,118,9.322033898
POTEET ISD,San Antonio,2016,16,110,14.54545455
POTEET ISD,San Antonio,2017,15,96,15.625
POTH ISD,San Antonio,2011,17,53,32.0754717
POTH ISD,San Antonio,2012,25,66,37.87878788
POTH ISD,San Antonio,2013,19,63,30.15873016
POTH ISD,San Antonio,2014,10,52,19.23076923
POTH ISD,San Antonio,2015,19,56,33.92857143
POTH ISD,San Antonio,2016,9,43,20.93023256
POTH ISD,San Antonio,2017,22,66,33.33333333
POTTSBORO ISD,Richardson,2011,15,80,18.75
POTTSBORO ISD,Richardson,2012,17,83,20.48192771
POTTSBORO ISD,Richardson,2013,13,81,16.04938272
POTTSBORO ISD,Richardson,2014,14,71,19.71830986
POTTSBORO ISD,Richardson,2015,13,91,14.28571429
POTTSBORO ISD,Richardson,2016,17,89,19.1011236
POTTSBORO ISD,Richardson,2017,14,121,11.57024793
PRAIRIE LEA ISD,Austin,2012,,14,
PRAIRIE LEA ISD,Austin,2013,,12,
PRAIRIE LEA ISD,Austin,2014,,14,
PRAIRIE LEA ISD,Austin,2015,,7,
PRAIRIE LEA ISD,Austin,2016,,6,
PRAIRIE LEA ISD,Austin,2017,5,12,41.66666667
PRINCETON ISD,Richardson,2011,20,188,10.63829787
PRINCETON ISD,Richardson,2012,19,188,10.10638298
PRINCETON ISD,Richardson,2013,24,209,11.48325359
PRINCETON ISD,Richardson,2014,20,223,8.968609865
PRINCETON ISD,Richardson,2015,23,221,10.40723982
PRINCETON ISD,Richardson,2016,28,227,12.33480176
PRINCETON ISD,Richardson,2017,33,257,12.84046693
PROSPER ISD,Richardson,2011,45,200,22.5
PROSPER ISD,Richardson,2012,56,265,21.13207547
PROSPER ISD,Richardson,2013,56,278,20.14388489
PROSPER ISD,Richardson,2014,92,343,26.82215743
PROSPER ISD,Richardson,2015,98,407,24.07862408
PROSPER ISD,Richardson,2016,89,436,20.41284404
PROSPER ISD,Richardson,2017,127,512,24.8046875
QUINLAN ISD,Richardson,2011,19,148,12.83783784
QUINLAN ISD,Richardson,2012,31,165,18.78787879
QUINLAN ISD,Richardson,2013,19,144,13.19444444
QUINLAN ISD,Richardson,2014,21,139,15.10791367
QUINLAN ISD,Richardson,2015,17,156,10.8974359
QUINLAN ISD,Richardson,2016,21,151,13.90728477
QUINLAN ISD,Richardson,2017,25,183,13.66120219
RANDOLPH FIELD ISD,San Antonio,2011,31,81,38.27160494
RANDOLPH FIELD ISD,San Antonio,2012,21,75,28
RANDOLPH FIELD ISD,San Antonio,2013,27,84,32.14285714
RANDOLPH FIELD ISD,San Antonio,2014,20,60,33.33333333
RANDOLPH FIELD ISD,San Antonio,2015,20,73,27.39726027
RANDOLPH FIELD ISD,San Antonio,2016,35,118,29.66101695
RANDOLPH FIELD ISD,San Antonio,2017,29,111,26.12612613
RED OAK ISD,Richardson,2011,71,407,17.44471744
RED OAK ISD,Richardson,2012,92,416,22.11538462
RED OAK ISD,Richardson,2013,99,465,21.29032258
RED OAK ISD,Richardson,2014,104,451,23.05986696
RED OAK ISD,Richardson,2015,92,384,23.95833333
RED OAK ISD,Richardson,2016,78,439,17.76765376
RED OAK ISD,Richardson,2017,85,428,19.85981308
RICHARDSON ISD,Richardson,2011,467,2019,23.13026251
RICHARDSON ISD,Richardson,2012,445,2058,21.62293489
RICHARDSON ISD,Richardson,2013,457,2025,22.56790123
RICHARDSON ISD,Richardson,2014,469,2082,22.52641691
RICHARDSON ISD,Richardson,2015,468,2114,22.13812677
RICHARDSON ISD,Richardson,2016,462,2111,21.88536239
RICHARDSON ISD,Richardson,2017,465,2124,21.89265537
RIO VISTA ISD,Fort Worth,2011,8,57,14.03508772
RIO VISTA ISD,Fort Worth,2012,7,39,17.94871795
RIO VISTA ISD,Fort Worth,2013,8,47,17.0212766
RIO VISTA ISD,Fort Worth,2014,11,49,22.44897959
RIO VISTA ISD,Fort Worth,2015,11,50,22
RIO VISTA ISD,Fort Worth,2016,,51,
RIO VISTA ISD,Fort Worth,2017,5,64,7.8125
ROCKWALL ISD,Richardson,2011,212,882,24.03628118
ROCKWALL ISD,Richardson,2012,237,1010,23.46534653
ROCKWALL ISD,Richardson,2013,244,955,25.54973822
ROCKWALL ISD,Richardson,2014,286,1007,28.40119166
ROCKWALL ISD,Richardson,2015,281,1065,26.38497653
ROCKWALL ISD,Richardson,2016,252,1051,23.97716461
ROCKWALL ISD,Richardson,2017,271,1102,24.59165154
ROUND ROCK ISD,Austin,2011,772,2627,29.38713361
ROUND ROCK ISD,Austin,2012,788,2734,28.82223848
ROUND ROCK ISD,Austin,2013,802,2921,27.45635056
ROUND ROCK ISD,Austin,2014,860,3054,28.15979044
ROUND ROCK ISD,Austin,2015,928,3066,30.26744945
ROUND ROCK ISD,Austin,2016,896,3247,27.5947028
ROUND ROCK ISD,Austin,2017,933,3290,28.35866261
ROUND TOP-CARMINE ISD,Austin,2012,,8,
ROUND TOP-CARMINE ISD,Austin,2013,,15,
ROUND TOP-CARMINE ISD,Austin,2014,,14,
ROUND TOP-CARMINE ISD,Austin,2015,,18,
ROUND TOP-CARMINE ISD,Austin,2016,6,22,27.27272727
ROUND TOP-CARMINE ISD,Austin,2017,,21,
ROYAL ISD,Houston,2011,23,120,19.16666667
ROYAL ISD,Houston,2012,19,132,14.39393939
ROYAL ISD,Houston,2013,17,112,15.17857143
ROYAL ISD,Houston,2014,18,108,16.66666667
ROYAL ISD,Houston,2015,6,104,5.769230769
ROYAL ISD,Houston,2016,20,124,16.12903226
ROYAL ISD,Houston,2017,21,121,17.3553719
ROYSE CITY ISD,Richardson,2011,44,276,15.94202899
ROYSE CITY ISD,Richardson,2012,37,267,13.8576779
ROYSE CITY ISD,Richardson,2013,39,298,13.08724832
ROYSE CITY ISD,Richardson,2014,55,271,20.29520295
ROYSE CITY ISD,Richardson,2015,62,306,20.26143791
ROYSE CITY ISD,Richardson,2016,67,345,19.42028986
ROYSE CITY ISD,Richardson,2017,66,343,19.24198251
SABINAL ISD,San Antonio,2011,8,40,20
SABINAL ISD,San Antonio,2012,7,36,19.44444444
SABINAL ISD,San Antonio,2013,10,28,35.71428571
SABINAL ISD,San Antonio,2014,12,36,33.33333333
SABINAL ISD,San Antonio,2015,10,37,27.02702703
SABINAL ISD,San Antonio,2016,8,39,20.51282051
SABINAL ISD,San Antonio,2017,8,40,20
SAM RAYBURN ISD,Richardson,2011,,27,
SAM RAYBURN ISD,Richardson,2013,7,41,17.07317073
SAM RAYBURN ISD,Richardson,2014,6,32,18.75
SAM RAYBURN ISD,Richardson,2015,,27,
SAM RAYBURN ISD,Richardson,2017,,33,
SAN ANTONIO ISD,San Antonio,2011,254,2777,9.146561037
SAN ANTONIO ISD,San Antonio,2012,338,2696,12.53709199
SAN ANTONIO ISD,San Antonio,2013,345,2693,12.81099146
SAN ANTONIO ISD,San Antonio,2014,373,2519,14.80746328
SAN ANTONIO ISD,San Antonio,2015,332,2613,12.70570226
SAN ANTONIO ISD,San Antonio,2016,395,2534,15.58800316
SAN ANTONIO ISD,San Antonio,2017,445,2672,16.65419162
SANGER ISD,Fort Worth,2011,36,194,18.55670103
SANGER ISD,Fort Worth,2012,26,170,15.29411765
SANGER ISD,Fort Worth,2013,15,164,9.146341463
SANGER ISD,Fort Worth,2014,26,160,16.25
SANGER ISD,Fort Worth,2015,29,206,14.0776699
SANGER ISD,Fort Worth,2016,29,201,14.4278607
SANGER ISD,Fort Worth,2017,23,152,15.13157895
SANTA FE ISD,Houston,2011,35,317,11.04100946
SANTA FE ISD,Houston,2012,39,331,11.78247734
SANTA FE ISD,Houston,2013,42,304,13.81578947
SANTA FE ISD,Houston,2014,42,287,14.63414634
SANTA FE ISD,Houston,2015,51,322,15.83850932
SANTA FE ISD,Houston,2016,54,312,17.30769231
SANTA FE ISD,Houston,2017,42,327,12.8440367
SANTO ISD,Fort Worth,2012,9,29,31.03448276
SANTO ISD,Fort Worth,2013,8,46,17.39130435
SANTO ISD,Fort Worth,2014,6,34,17.64705882
SANTO ISD,Fort Worth,2015,8,35,22.85714286
SANTO ISD,Fort Worth,2016,11,35,31.42857143
SANTO ISD,Fort Worth,2017,11,36,30.55555556
SAVOY ISD,Richardson,2011,,24,
SAVOY ISD,Richardson,2012,,25,
SAVOY ISD,Richardson,2013,,20,
SAVOY ISD,Richardson,2014,,21,
SAVOY ISD,Richardson,2015,,24,
SAVOY ISD,Richardson,2016,,32,
SAVOY ISD,Richardson,2017,,22,
SCHERTZ-CIBOLO-U CITY ISD,Austin,2011,203,882,23.01587302
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,2012,244,1012,24.11067194
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,2013,213,1020,20.88235294
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,2014,229,1015,22.56157635
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,2015,261,1129,23.11780337
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,2016,271,1114,24.32675045
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,2017,295,1247,23.65677626
SCHULENBURG ISD,Austin,2011,7,52,13.46153846
SCHULENBURG ISD,Austin,2012,13,50,26
SCHULENBURG ISD,Austin,2013,8,46,17.39130435
SCHULENBURG ISD,Austin,2014,13,58,22.4137931
SCHULENBURG ISD,Austin,2015,10,47,21.27659574
SCHULENBURG ISD,Austin,2016,7,53,13.20754717
SCHULENBURG ISD,Austin,2017,14,56,25
SCURRY-ROSSER ISD,Richardson,2011,7,53,13.20754717
SCURRY-ROSSER ISD,Richardson,2012,10,59,16.94915254
SCURRY-ROSSER ISD,Richardson,2013,7,60,11.66666667
SCURRY-ROSSER ISD,Richardson,2014,,72,
SCURRY-ROSSER ISD,Richardson,2015,7,73,9.589041096
SCURRY-ROSSER ISD,Richardson,2016,8,73,10.95890411
SCURRY-ROSSER ISD,Richardson,2017,12,89,13.48314607
SEGUIN ISD,Austin,2011,86,486,17.69547325
SEGUIN ISD,Austin,2012,73,473,15.43340381
SEGUIN ISD,Austin,2013,82,472,17.37288136
SEGUIN ISD,Austin,2014,67,413,16.22276029
SEGUIN ISD,Austin,2015,61,441,13.83219955
SEGUIN ISD,Austin,2016,72,446,16.14349776
SEGUIN ISD,Austin,2017,63,462,13.63636364
SHELDON ISD,Houston,2011,53,353,15.01416431
SHELDON ISD,Houston,2012,55,343,16.03498542
SHELDON ISD,Houston,2013,44,378,11.64021164
SHELDON ISD,Houston,2014,57,383,14.88250653
SHELDON ISD,Houston,2015,63,430,14.65116279
SHELDON ISD,Houston,2016,63,445,14.15730337
SHELDON ISD,Houston,2017,59,480,12.29166667
SHERMAN ISD,Richardson,2011,45,376,11.96808511
SHERMAN ISD,Richardson,2012,35,385,9.090909091
SHERMAN ISD,Richardson,2013,49,340,14.41176471
SHERMAN ISD,Richardson,2014,44,377,11.67108753
SHERMAN ISD,Richardson,2015,43,402,10.69651741
SHERMAN ISD,Richardson,2016,43,396,10.85858586
SHERMAN ISD,Richardson,2017,53,403,13.15136476
SLIDELL ISD,Fort Worth,2011,,10,
SLIDELL ISD,Fort Worth,2012,5,17,29.41176471
SLIDELL ISD,Fort Worth,2013,,24,
SLIDELL ISD,Fort Worth,2014,,14,
SLIDELL ISD,Fort Worth,2015,,15,
SLIDELL ISD,Fort Worth,2016,,19,
SLIDELL ISD,Fort Worth,2017,,20,
SMITHVILLE ISD,Austin,2012,17,106,16.03773585
SMITHVILLE ISD,Austin,2013,29,159,18.23899371
SMITHVILLE ISD,Austin,2014,17,133,12.78195489
SMITHVILLE ISD,Austin,2015,23,119,19.32773109
SMITHVILLE ISD,Austin,2016,22,133,16.54135338
SMITHVILLE ISD,Austin,2017,17,124,13.70967742
SOMERSET ISD,San Antonio,2011,29,210,13.80952381
SOMERSET ISD,San Antonio,2012,27,189,14.28571429
SOMERSET ISD,San Antonio,2013,23,210,10.95238095
SOMERSET ISD,San Antonio,2014,25,232,10.77586207
SOMERSET ISD,San Antonio,2015,28,224,12.5
SOMERSET ISD,San Antonio,2016,37,261,14.17624521
SOMERSET ISD,San Antonio,2017,35,250,14
SOUTH SAN ANTONIO ISD,San Antonio,2011,49,422,11.61137441
SOUTH SAN ANTONIO ISD,San Antonio,2012,55,448,12.27678571
SOUTH SAN ANTONIO ISD,San Antonio,2013,44,431,10.20881671
SOUTH SAN ANTONIO ISD,San Antonio,2014,48,500,9.6
SOUTH SAN ANTONIO ISD,San Antonio,2015,51,514,9.922178988
SOUTH SAN ANTONIO ISD,San Antonio,2016,78,493,15.82150101
SOUTH SAN ANTONIO ISD,San Antonio,2017,55,533,10.31894934
SOUTHSIDE ISD,San Antonio,2011,27,298,9.060402685
SOUTHSIDE ISD,San Antonio,2012,33,295,11.18644068
SOUTHSIDE ISD,San Antonio,2013,31,287,10.80139373
SOUTHSIDE ISD,San Antonio,2014,42,268,15.67164179
SOUTHSIDE ISD,San Antonio,2015,41,274,14.96350365
SOUTHSIDE ISD,San Antonio,2016,47,344,13.6627907
SOUTHSIDE ISD,San Antonio,2017,45,325,13.84615385
SOUTHWEST ISD,San Antonio,2011,50,627,7.974481659
SOUTHWEST ISD,San Antonio,2012,45,655,6.870229008
SOUTHWEST ISD,San Antonio,2013,45,719,6.258692629
SOUTHWEST ISD,San Antonio,2014,54,701,7.703281027
SOUTHWEST ISD,San Antonio,2015,71,812,8.743842365
SOUTHWEST ISD,San Antonio,2016,78,830,9.397590361
SOUTHWEST ISD,San Antonio,2017,87,855,10.1754386
SPRING BRANCH ISD,Houston,2011,435,1867,23.29941082
SPRING BRANCH ISD,Houston,2012,447,1835,24.35967302
SPRING BRANCH ISD,Houston,2013,479,2011,23.81899552
SPRING BRANCH ISD,Houston,2014,442,2048,21.58203125
SPRING BRANCH ISD,Houston,2015,433,1998,21.67167167
SPRING BRANCH ISD,Houston,2016,512,2143,23.89174055
SPRING BRANCH ISD,Houston,2017,478,2199,21.73715325
SPRING ISD,Houston,2011,412,1891,21.78741407
SPRING ISD,Houston,2012,404,1943,20.79258878
SPRING ISD,Houston,2013,389,2019,19.26696384
SPRING ISD,Houston,2014,366,1977,18.51289833
SPRING ISD,Houston,2015,432,2058,20.99125364
SPRING ISD,Houston,2016,418,2016,20.73412698
SPRING ISD,Houston,2017,374,2058,18.17298348
SPRINGTOWN ISD,Fort Worth,2011,26,222,11.71171171
SPRINGTOWN ISD,Fort Worth,2012,28,202,13.86138614
SPRINGTOWN ISD,Fort Worth,2013,22,215,10.23255814
SPRINGTOWN ISD,Fort Worth,2014,25,180,13.88888889
SPRINGTOWN ISD,Fort Worth,2015,37,195,18.97435897
SPRINGTOWN ISD,Fort Worth,2016,30,193,15.54404145
SPRINGTOWN ISD,Fort Worth,2017,38,202,18.81188119
STEPHENVILLE ISD,Fort Worth,2014,97,245,39.59183673
STEPHENVILLE ISD,Fort Worth,2015,56,175,32
STEPHENVILLE ISD,Fort Worth,2016,81,219,36.98630137
STEPHENVILLE ISD,Fort Worth,2017,78,228,34.21052632
STOCKDALE ISD,San Antonio,2011,10,56,17.85714286
STOCKDALE ISD,San Antonio,2012,12,44,27.27272727
STOCKDALE ISD,San Antonio,2013,18,61,29.50819672
STOCKDALE ISD,San Antonio,2014,11,45,24.44444444
STOCKDALE ISD,San Antonio,2015,11,58,18.96551724
STOCKDALE ISD,San Antonio,2016,13,57,22.80701754
STOCKDALE ISD,San Antonio,2017,6,40,15
STRAWN ISD,Fort Worth,2014,,8,
STRAWN ISD,Fort Worth,2015,,18,
STRAWN ISD,Fort Worth,2016,,12,
STRAWN ISD,Fort Worth,2017,,14,
SUNNYVALE ISD,Richardson,2011,22,70,31.42857143
SUNNYVALE ISD,Richardson,2012,31,89,34.83146067
SUNNYVALE ISD,Richardson,2013,41,85,48.23529412
SUNNYVALE ISD,Richardson,2014,36,86,41.86046512
SUNNYVALE ISD,Richardson,2015,46,110,41.81818182
SUNNYVALE ISD,Richardson,2016,42,103,40.77669903
SUNNYVALE ISD,Richardson,2017,48,122,39.3442623
SWEENY ISD,Houston,2011,29,129,22.48062016
SWEENY ISD,Houston,2012,21,141,14.89361702
SWEENY ISD,Houston,2013,24,144,16.66666667
SWEENY ISD,Houston,2014,24,126,19.04761905
SWEENY ISD,Houston,2015,22,118,18.6440678
SWEENY ISD,Houston,2016,22,120,18.33333333
SWEENY ISD,Houston,2017,20,143,13.98601399
TARKINGTON ISD,Houston,2011,20,132,15.15151515
TARKINGTON ISD,Houston,2012,12,138,8.695652174
TARKINGTON ISD,Houston,2013,16,140,11.42857143
TARKINGTON ISD,Houston,2014,12,105,11.42857143
TARKINGTON ISD,Houston,2015,18,110,16.36363636
TARKINGTON ISD,Houston,2016,17,121,14.04958678
TARKINGTON ISD,Houston,2017,15,103,14.5631068
TAYLOR ISD,Austin,2011,43,222,19.36936937
TAYLOR ISD,Austin,2012,36,206,17.47572816
TAYLOR ISD,Austin,2013,38,217,17.51152074
TAYLOR ISD,Austin,2014,44,233,18.88412017
TAYLOR ISD,Austin,2015,50,236,21.18644068
TAYLOR ISD,Austin,2016,46,261,17.62452107
TAYLOR ISD,Austin,2017,49,204,24.01960784
TERRELL ISD,Richardson,2011,33,235,14.04255319
TERRELL ISD,Richardson,2012,26,205,12.68292683
TERRELL ISD,Richardson,2013,16,224,7.142857143
TERRELL ISD,Richardson,2014,21,209,10.04784689
TERRELL ISD,Richardson,2015,32,270,11.85185185
TERRELL ISD,Richardson,2016,28,240,11.66666667
TERRELL ISD,Richardson,2017,24,244,9.836065574
TEXAS CITY ISD,Houston,2011,48,385,12.46753247
TEXAS CITY ISD,Houston,2012,51,350,14.57142857
TEXAS CITY ISD,Houston,2013,36,364,9.89010989
TEXAS CITY ISD,Houston,2014,52,364,14.28571429
TEXAS CITY ISD,Houston,2015,68,427,15.92505855
TEXAS CITY ISD,Houston,2016,57,428,13.31775701
TEXAS CITY ISD,Houston,2017,73,588,12.41496599
THORNDALE ISD,Austin,2011,11,54,20.37037037
THORNDALE ISD,Austin,2012,9,44,20.45454545
THORNDALE ISD,Austin,2013,11,55,20
THORNDALE ISD,Austin,2014,9,53,16.98113208
THORNDALE ISD,Austin,2015,8,47,17.0212766
THORNDALE ISD,Austin,2016,10,45,22.22222222
THORNDALE ISD,Austin,2017,,32,
THRALL ISD,Austin,2011,10,45,22.22222222
THRALL ISD,Austin,2012,9,38,23.68421053
THRALL ISD,Austin,2013,6,38,15.78947368
THRALL ISD,Austin,2014,12,45,26.66666667
THRALL ISD,Austin,2015,13,43,30.23255814
THRALL ISD,Austin,2016,16,57,28.07017544
THRALL ISD,Austin,2017,15,50,30
TIOGA ISD,Richardson,2016,5,23,21.73913043
TIOGA ISD,Richardson,2017,,22,
TOLAR ISD,Fort Worth,2011,14,43,32.55813953
TOLAR ISD,Fort Worth,2012,19,54,35.18518519
TOLAR ISD,Fort Worth,2013,20,57,35.0877193
TOLAR ISD,Fort Worth,2014,19,46,41.30434783
TOLAR ISD,Fort Worth,2015,15,55,27.27272727
TOLAR ISD,Fort Worth,2016,22,58,37.93103448
TOLAR ISD,Fort Worth,2017,19,62,30.64516129
TOM BEAN ISD,Richardson,2011,8,65,12.30769231
TOM BEAN ISD,Richardson,2012,7,59,11.86440678
TOM BEAN ISD,Richardson,2013,9,60,15
TOM BEAN ISD,Richardson,2014,10,64,15.625
TOM BEAN ISD,Richardson,2015,9,57,15.78947368
TOM BEAN ISD,Richardson,2016,,44,
TOM BEAN ISD,Richardson,2017,9,42,21.42857143
TOMBALL ISD,Houston,2011,166,700,23.71428571
TOMBALL ISD,Houston,2012,149,701,21.2553495
TOMBALL ISD,Houston,2013,165,694,23.77521614
TOMBALL ISD,Houston,2014,201,752,26.7287234
TOMBALL ISD,Houston,2015,180,801,22.47191011
TOMBALL ISD,Houston,2016,178,800,22.25
TOMBALL ISD,Houston,2017,243,903,26.910299
TRENTON ISD,Richardson,2011,,41,
TRENTON ISD,Richardson,2012,,39,
TRENTON ISD,Richardson,2013,,35,
TRENTON ISD,Richardson,2014,5,52,9.615384615
TRENTON ISD,Richardson,2015,,39,
TRENTON ISD,Richardson,2016,5,42,11.9047619
TRENTON ISD,Richardson,2017,,42,
TULOSO-MIDWAY ISD,San Antonio,2016,82,317,25.86750789
TULOSO-MIDWAY ISD,San Antonio,2017,64,312,20.51282051
UTOPIA ISD,San Antonio,2011,,18,
UTOPIA ISD,San Antonio,2012,7,18,38.88888889
UTOPIA ISD,San Antonio,2014,,15,
UTOPIA ISD,San Antonio,2015,,20,
UTOPIA ISD,San Antonio,2016,,12,
UTOPIA ISD,San Antonio,2017,,15,
VALLEY VIEW ISD,Fort Worth,2011,9,43,20.93023256
VALLEY VIEW ISD,Fort Worth,2012,7,41,17.07317073
VALLEY VIEW ISD,Fort Worth,2013,7,41,17.07317073
VALLEY VIEW ISD,Fort Worth,2014,12,48,25
VALLEY VIEW ISD,Fort Worth,2015,10,49,20.40816327
VALLEY VIEW ISD,Fort Worth,2016,11,53,20.75471698
VALLEY VIEW ISD,Fort Worth,2017,9,47,19.14893617
VAN ALSTYNE ISD,Richardson,2011,19,112,16.96428571
VAN ALSTYNE ISD,Richardson,2012,13,113,11.50442478
VAN ALSTYNE ISD,Richardson,2013,24,96,25
VAN ALSTYNE ISD,Richardson,2014,20,96,20.83333333
VAN ALSTYNE ISD,Richardson,2015,21,116,18.10344828
VAN ALSTYNE ISD,Richardson,2016,16,98,16.32653061
VAN ALSTYNE ISD,Richardson,2017,21,106,19.81132075
VENUS ISD,Fort Worth,2011,11,110,10
VENUS ISD,Fort Worth,2012,12,111,10.81081081
VENUS ISD,Fort Worth,2013,13,115,11.30434783
VENUS ISD,Fort Worth,2014,19,120,15.83333333
VENUS ISD,Fort Worth,2015,21,111,18.91891892
VENUS ISD,Fort Worth,2016,18,105,17.14285714
VENUS ISD,Fort Worth,2017,17,118,14.40677966
WAELDER ISD,Austin,2012,,15,
WAELDER ISD,Austin,2013,,21,
WAELDER ISD,Austin,2014,,9,
WAELDER ISD,Austin,2015,,18,
WAELDER ISD,Austin,2016,,13,
WAELDER ISD,Austin,2017,,14,
WALLER ISD,Houston,2011,57,340,16.76470588
WALLER ISD,Houston,2012,56,368,15.2173913
WALLER ISD,Houston,2013,52,349,14.89971347
WALLER ISD,Houston,2014,53,351,15.0997151
WALLER ISD,Houston,2015,67,334,20.05988024
WALLER ISD,Houston,2016,80,384,20.83333333
WALLER ISD,Houston,2017,76,422,18.00947867
WAXAHACHIE ISD,Richardson,2011,81,499,16.23246493
WAXAHACHIE ISD,Richardson,2012,95,517,18.37524178
WAXAHACHIE ISD,Richardson,2013,104,505,20.59405941
WAXAHACHIE ISD,Richardson,2014,112,557,20.10771993
WAXAHACHIE ISD,Richardson,2015,98,545,17.98165138
WAXAHACHIE ISD,Richardson,2016,106,538,19.70260223
WAXAHACHIE ISD,Richardson,2017,134,586,22.8668942
WEATHERFORD ISD,Fort Worth,2011,86,494,17.40890688
WEATHERFORD ISD,Fort Worth,2012,85,508,16.73228346
WEATHERFORD ISD,Fort Worth,2013,84,507,16.56804734
WEATHERFORD ISD,Fort Worth,2014,77,493,15.61866126
WEATHERFORD ISD,Fort Worth,2015,77,520,14.80769231
WEATHERFORD ISD,Fort Worth,2016,84,514,16.34241245
WEATHERFORD ISD,Fort Worth,2017,89,590,15.08474576
WHITE SETTLEMENT ISD,Fort Worth,2011,34,383,8.877284595
WHITE SETTLEMENT ISD,Fort Worth,2012,46,446,10.31390135
WHITE SETTLEMENT ISD,Fort Worth,2013,59,402,14.67661692
WHITE SETTLEMENT ISD,Fort Worth,2014,65,412,15.77669903
WHITE SETTLEMENT ISD,Fort Worth,2015,62,397,15.61712846
WHITE SETTLEMENT ISD,Fort Worth,2016,65,420,15.47619048
WHITE SETTLEMENT ISD,Fort Worth,2017,74,418,17.70334928
WHITESBORO ISD,Richardson,2011,10,112,8.928571429
WHITESBORO ISD,Richardson,2012,11,97,11.34020619
WHITESBORO ISD,Richardson,2013,14,84,16.66666667
WHITESBORO ISD,Richardson,2014,18,103,17.47572816
WHITESBORO ISD,Richardson,2015,13,85,15.29411765
WHITESBORO ISD,Richardson,2016,18,109,16.51376147
WHITESBORO ISD,Richardson,2017,19,90,21.11111111
WHITEWRIGHT ISD,Richardson,2011,6,56,10.71428571
WHITEWRIGHT ISD,Richardson,2012,8,51,15.68627451
WHITEWRIGHT ISD,Richardson,2014,10,51,19.60784314
WHITEWRIGHT ISD,Richardson,2015,9,53,16.98113208
WHITEWRIGHT ISD,Richardson,2016,10,64,15.625
WHITEWRIGHT ISD,Richardson,2017,16,64,25
WILLS POINT ISD,Richardson,2011,32,189,16.93121693
WILLS POINT ISD,Richardson,2012,22,162,13.58024691
WILLS POINT ISD,Richardson,2013,32,181,17.67955801
WILLS POINT ISD,Richardson,2014,26,170,15.29411765
WILLS POINT ISD,Richardson,2015,31,159,19.49685535
WILLS POINT ISD,Richardson,2016,25,157,15.92356688
WILLS POINT ISD,Richardson,2017,31,155,20
WIMBERLEY ISD,Austin,2011,52,155,33.5483871
WIMBERLEY ISD,Austin,2012,54,179,30.16759777
WIMBERLEY ISD,Austin,2013,52,149,34.89932886
WIMBERLEY ISD,Austin,2014,47,162,29.01234568
WIMBERLEY ISD,Austin,2015,51,170,30
WIMBERLEY ISD,Austin,2016,38,141,26.95035461
WIMBERLEY ISD,Austin,2017,47,152,30.92105263
WOLFE CITY ISD,Richardson,2011,14,44,31.81818182
WOLFE CITY ISD,Richardson,2012,11,39,28.20512821
