DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
167902   MULLIN ISD,*,*,*,*,41,89.1%,46,100.0%
198906   MUMFORD ISD,*,*,*,*,20,55.6%,36,100.0%
138903   MUNDAY CISD,7,28.0%,10,40.0%,8,32.0%,25,100.0%
174904   NACOGDOCHES ISD,87,23.1%,94,24.9%,196,52.0%,377,100.0%
163903   NATALIA ISD,8,13.6%,17,28.8%,34,57.6%,59,100.0%
094903   NAVARRO ISD,31,26.5%,32,27.4%,54,46.2%,117,100.0%
093904   NAVASOTA ISD,29,18.2%,42,26.4%,88,55.4%,159,100.0%
035903   NAZARETH ISD,*,*,*,*,*,*,11,100.0%
001906   NECHES ISD,*,*,*,*,18,45.0%,40,100.0%
123905   NEDERLAND ISD,100,31.8%,96,30.5%,119,37.8%,315,100.0%
079906   NEEDVILLE ISD,33,17.6%,70,37.2%,85,45.2%,188,100.0%
019905   NEW BOSTON ISD,14,16.5%,26,30.6%,45,52.9%,85,100.0%
046901   NEW BRAUNFELS ISD,98,18.0%,104,19.1%,343,62.9%,545,100.0%
170908   NEW CANEY ISD,75,11.7%,174,27.1%,394,61.3%,643,100.0%
152902   NEW DEAL ISD,7,12.5%,24,42.9%,25,44.6%,56,100.0%
230906   NEW DIANA ISD,7,12.5%,22,39.3%,27,48.2%,56,100.0%
153905   NEW HOME ISD,*,*,*,*,7,46.7%,15,100.0%
037908   NEW SUMMERFIELD ISD,,,*,*,24,92.3%,26,100.0%
236901   NEW WAVERLY ISD,10,19.6%,14,27.5%,27,52.9%,51,100.0%
252902   NEWCASTLE ISD,*,*,*,*,6,54.6%,11,100.0%
176902   NEWTON ISD,10,14.3%,13,18.6%,47,67.1%,70,100.0%
089903   NIXON-SMILEY CISD,8,12.7%,18,28.6%,37,58.7%,63,100.0%
169902   NOCONA ISD,11,22.0%,16,32.0%,23,46.0%,50,100.0%
062902   NORDHEIM ISD,*,*,*,*,*,*,8,100.0%
145906   NORMANGEE ISD,5,14.3%,11,31.4%,19,54.3%,35,100.0%
015910   NORTH EAST ISD,"1,151",24.6%,"1,215",26.0%,"2,310",49.4%,"4,676",100.0%
112906   NORTH HOPKINS ISD,6,17.7%,11,32.4%,17,50.0%,34,100.0%
139911   NORTH LAMAR ISD,,,*,*,5,83.3%,6,100.0%
154903   NORTH ZULCH ISD,*,*,*,*,17,63.0%,27,100.0%
015915   NORTHSIDE ISD,"1,412",21.9%,"1,966",30.5%,"3,066",47.6%,"6,444",100.0%
244905   NORTHSIDE ISD,,,9,81.8%,*,*,11,100.0%
061911   NORTHWEST ISD,273,25.2%,290,26.8%,520,48.0%,"1,083",100.0%
069902   NUECES CANYON CISD,5,23.8%,8,38.1%,8,38.1%,21,100.0%
227804   NYOS CHARTER SCHOOL,6,25.0%,11,45.8%,7,29.2%,24,100.0%
145907   OAKWOOD ISD,*,*,*,*,5,50.0%,10,100.0%
205905   ODEM-EDROY ISD,15,21.7%,21,30.4%,33,47.8%,69,100.0%
153903   O'DONNELL ISD,*,*,*,*,8,57.1%,14,100.0%
050904   OGLESBY ISD,,,7,58.3%,5,41.7%,12,100.0%
252903   OLNEY ISD,10,21.7%,16,34.8%,20,43.5%,46,100.0%
140905   OLTON ISD,18,32.1%,18,32.1%,20,35.7%,56,100.0%
187910   ONALASKA ISD,6,18.2%,6,18.2%,21,63.6%,33,100.0%
125903   ORANGE GROVE ISD,32,26.0%,35,28.5%,56,45.5%,123,100.0%
181905   ORANGEFIELD ISD,25,20.0%,41,32.8%,59,47.2%,125,100.0%
230903   ORE CITY ISD,*,*,*,*,24,55.8%,43,100.0%
014804   ORENDA CHARTER SCHOOL,14,25.0%,12,21.4%,30,53.6%,56,100.0%
201908   OVERTON ISD,*,*,*,*,15,50.0%,30,100.0%
051901   PADUCAH ISD,*,*,*,*,7,46.7%,15,100.0%
104907   PAINT CREEK ISD,*,*,*,*,*,*,12,100.0%
048903   PAINT ROCK ISD,*,*,*,*,*,*,9,100.0%
158905   PALACIOS ISD,23,24.5%,33,35.1%,38,40.4%,94,100.0%
001907   PALESTINE ISD,31,17.6%,40,22.7%,105,59.7%,176,100.0%
070910   PALMER ISD,11,15.5%,36,50.7%,24,33.8%,71,100.0%
090904   PAMPA ISD,33,15.1%,59,26.9%,127,58.0%,219,100.0%
033902   PANHANDLE ISD,17,29.3%,18,31.0%,23,39.7%,58,100.0%
183801   PANOLA CHARTER SCHOOL,10,32.3%,8,25.8%,13,41.9%,31,100.0%
042905   PANTHER CREEK CISD,*,*,*,*,*,*,9,100.0%
249906   PARADISE ISD,18,26.1%,17,24.6%,34,49.3%,69,100.0%
139909   PARIS ISD,20,11.6%,78,45.1%,75,43.4%,173,100.0%
101917   PASADENA ISD,436,14.6%,"1,109",37.0%,"1,452",48.5%,"2,997",100.0%
071803   PASO DEL NORTE ACADEMY CHARTER DIS,*,*,*,*,89,84.8%,105,100.0%
063906   PATTON SPRINGS ISD,,,,,*,*,*,*
020908   PEARLAND ISD,336,25.2%,447,33.6%,549,41.2%,"1,332",100.0%
082903   PEARSALL ISD,15,14.2%,24,22.6%,67,63.2%,106,100.0%
184908   PEASTER ISD,17,30.9%,20,36.4%,18,32.7%,55,100.0%
195901   PECOS-BARSTOW-TOYAH ISD,20,15.4%,31,23.9%,79,60.8%,130,100.0%
057802   PEGASUS SCHOOL OF LIBERAL ARTS AND,*,*,*,*,14,45.2%,31,100.0%
109914   PENELOPE ISD,*,*,*,*,8,33.3%,24,100.0%
119903   PERRIN-WHITT CISD,*,*,*,*,9,40.9%,22,100.0%
179901   PERRYTON ISD,23,15.4%,38,25.5%,88,59.1%,149,100.0%
095904   PETERSBURG ISD,*,*,*,*,8,47.1%,17,100.0%
039903   PETROLIA ISD,8,21.6%,14,37.8%,15,40.5%,37,100.0%
013903   PETTUS ISD,*,*,*,*,5,20.8%,24,100.0%
172905   PEWITT CISD,8,13.3%,24,40.0%,28,46.7%,60,100.0%
227904   PFLUGERVILLE ISD,413,27.2%,407,26.8%,700,46.1%,"1,520",100.0%
108909   PHARR-SAN JUAN-ALAMO ISD,487,26.2%,509,27.4%,865,46.5%,"1,861",100.0%
116801   PHOENIX CHARTER SCHOOL,*,*,*,*,15,53.6%,28,100.0%
061903   PILOT POINT ISD,19,21.8%,13,14.9%,55,63.2%,87,100.0%
092904   PINE TREE ISD,41,15.1%,117,43.2%,113,41.7%,271,100.0%
003801   PINEYWOODS COMMUNITY ACADEMY,*,*,*,*,11,52.4%,21,100.0%
032902   PITTSBURG ISD,16,10.6%,47,31.1%,88,58.3%,151,100.0%
251902   PLAINS ISD,6,23.1%,8,30.8%,12,46.2%,26,100.0%
095905   PLAINVIEW ISD,56,17.8%,69,21.9%,190,60.3%,315,100.0%
043910   PLANO ISD,967,25.5%,"1,074",28.3%,"1,755",46.2%,"3,796",100.0%
019912   PLEASANT GROVE ISD,24,16.6%,36,24.8%,85,58.6%,145,100.0%
007905   PLEASANTON ISD,38,17.8%,47,22.1%,128,60.1%,213,100.0%
117904   PLEMONS-STINNETT-PHILLIPS CISD,*,*,*,*,15,41.7%,36,100.0%
031909   POINT ISABEL ISD,38,22.9%,20,12.1%,108,65.1%,166,100.0%
061906   PONDER ISD,15,18.8%,19,23.8%,46,57.5%,80,100.0%
184901   POOLVILLE ISD,*,*,*,*,10,32.3%,31,100.0%
015801   POR VIDA ACADEMY,*,*,*,*,84,89.4%,94,100.0%
178908   PORT ARANSAS ISD,22,45.8%,8,16.7%,18,37.5%,48,100.0%
123907   PORT ARTHUR ISD,60,14.5%,100,24.2%,254,61.4%,414,100.0%
123908   PORT NECHES-GROVES ISD,83,26.1%,125,39.3%,110,34.6%,318,100.0%
015814   POSITIVE SOLUTIONS CHARTER SCHOOL,,,*,*,32,91.4%,35,100.0%
085902   POST ISD,9,16.1%,20,35.7%,27,48.2%,56,100.0%
007906   POTEET ISD,14,14.0%,30,30.0%,56,56.0%,100,100.0%
247904   POTH ISD,10,19.2%,19,36.5%,23,44.2%,52,100.0%
091913   POTTSBORO ISD,14,19.7%,28,39.4%,29,40.9%,71,100.0%
028906   PRAIRIE LEA ISD,*,*,*,*,10,71.4%,14,100.0%
169909   PRAIRIE VALLEY ISD,*,*,*,*,*,*,6,100.0%
139912   PRAIRILAND ISD,5,6.6%,33,43.4%,38,50.0%,76,100.0%
072801   PREMIER HIGH SCHOOLS,45,5.1%,234,26.3%,611,68.7%,890,100.0%
084805   PREMIER LEARNING ACADEMY,*,*,*,*,8,61.5%,13,100.0%
125905   PREMONT ISD,*,*,*,*,12,54.6%,22,100.0%
189902   PRESIDIO ISD,28,28.9%,15,15.5%,54,55.7%,97,100.0%
167904   PRIDDY ISD,*,*,*,*,*,*,7,100.0%
220818   PRIME PREP ACADEMY,*,*,*,*,10,55.6%,18,100.0%
043911   PRINCETON ISD,20,9.0%,64,28.7%,139,62.3%,223,100.0%
014803   PRIORITY CHARTER SCHOOLS,*,*,*,*,10,66.7%,15,100.0%
108910   PROGRESO ISD,22,18.6%,32,27.1%,64,54.2%,118,100.0%
043912   PROSPER ISD,92,26.8%,98,28.6%,153,44.6%,343,100.0%
099903   QUANAH ISD,*,*,*,*,23,63.9%,36,100.0%
034907   QUEEN CITY ISD,*,*,*,*,35,53.0%,66,100.0%
116908   QUINLAN ISD,21,15.1%,34,24.5%,84,60.4%,139,100.0%
250904   QUITMAN ISD,14,16.9%,18,21.7%,51,61.5%,83,100.0%
015815   RADIANCE ACADEMY OF LEARNING,*,*,*,*,8,32.0%,25,100.0%
190903   RAINS ISD,12,11.9%,32,31.7%,57,56.4%,101,100.0%
054903   RALLS ISD,*,*,*,*,17,58.6%,29,100.0%
234801   RANCH ACADEMY,*,*,*,*,19,70.4%,27,100.0%
015906   RANDOLPH FIELD ISD,20,33.3%,18,30.0%,22,36.7%,60,100.0%
067907   RANGER ISD,*,*,*,*,10,34.5%,29,100.0%
231902   RANKIN ISD,*,*,*,*,*,*,12,100.0%
161802   RAPOPORT ACADEMY PUBLIC SCHOOL,*,*,*,*,6,22.2%,27,100.0%
101806   RAUL YZAGUIRRE SCHOOL FOR SUCCESS,5,7.8%,25,39.1%,34,53.1%,64,100.0%
236801   RAVEN SCHOOL,*,*,*,*,5,71.4%,7,100.0%
245903   RAYMONDVILLE ISD,27,21.6%,35,28.0%,63,50.4%,125,100.0%
192901   REAGAN COUNTY ISD,10,15.2%,18,27.3%,38,57.6%,66,100.0%
070911   RED OAK ISD,104,23.1%,163,36.1%,184,40.8%,451,100.0%
019906   REDWATER ISD,10,11.9%,34,40.5%,40,47.6%,84,100.0%
196903   REFUGIO ISD,9,17.7%,15,29.4%,27,52.9%,51,100.0%
045903   RICE CISD,7,9.9%,33,46.5%,31,43.7%,71,100.0%
175911   RICE ISD,8,10.8%,28,37.8%,38,51.4%,74,100.0%
188801   RICHARD MILBURN ACADEMY (AMARILLO),*,*,*,*,64,78.1%,82,100.0%
068801   RICHARD MILBURN ACADEMY (ECTOR COU,*,*,*,*,117,81.3%,144,100.0%
220812   RICHARD MILBURN ACADEMY (FORT WORT,*,*,*,*,58,85.3%,68,100.0%
101854   RICHARD MILBURN ACADEMY (SUBURBAN,,,10,21.3%,37,78.7%,47,100.0%
014801   RICHARD MILBURN ALTER HIGH SCHOOL,,,*,*,32,94.1%,34,100.0%
178804   RICHARD MILBURN ALTER HIGH SCHOOL,6,9.1%,9,13.6%,51,77.3%,66,100.0%
093905   RICHARDS ISD,*,*,*,*,8,57.1%,14,100.0%
057916   RICHARDSON ISD,469,22.5%,581,27.9%,"1,032",49.6%,"2,082",100.0%
057840   RICHLAND COLLEGIATE HIGH SCHOOL,96,54.6%,33,18.8%,47,26.7%,176,100.0%
206902   RICHLAND SPRINGS ISD,*,*,*,*,5,50.0%,10,100.0%
161912   RIESEL ISD,7,14.0%,21,42.0%,22,44.0%,50,100.0%
214901   RIO GRANDE CITY CISD,128,18.8%,255,37.5%,297,43.7%,680,100.0%
031911   RIO HONDO ISD,27,20.9%,45,34.9%,57,44.2%,129,100.0%
126907   RIO VISTA ISD,11,22.5%,19,38.8%,19,38.8%,49,100.0%
067908   RISING STAR ISD,*,*,*,*,*,*,10,100.0%
188902   RIVER ROAD ISD,15,16.9%,27,30.3%,47,52.8%,89,100.0%
194903   RIVERCREST ISD,*,*,*,*,11,28.2%,39,100.0%
137903   RIVIERA ISD,15,34.9%,10,23.3%,18,41.9%,43,100.0%
041902   ROBERT LEE ISD,*,*,*,*,8,53.3%,15,100.0%
161922   ROBINSON ISD,19,10.7%,89,50.3%,69,39.0%,177,100.0%
178909   ROBSTOWN ISD,32,22.1%,20,13.8%,93,64.1%,145,100.0%
076903   ROBY CISD,*,*,*,*,7,43.8%,16,100.0%
160904   ROCHELLE ISD,*,*,*,*,7,41.2%,17,100.0%
166904   ROCKDALE ISD,21,21.0%,34,34.0%,45,45.0%,100,100.0%
069901   ROCKSPRINGS ISD,*,*,*,*,13,61.9%,21,100.0%
199901   ROCKWALL ISD,286,28.4%,322,32.0%,399,39.6%,"1,007",100.0%
014907   ROGERS ISD,11,13.9%,30,38.0%,38,48.1%,79,100.0%
214903   ROMA ISD,98,25.1%,155,39.6%,138,35.3%,391,100.0%
152908   ROOSEVELT ISD,7,12.1%,22,37.9%,29,50.0%,58,100.0%
110905   ROPES ISD,5,26.3%,6,31.6%,8,42.1%,19,100.0%
177901   ROSCOE COLLEGIATE ISD,*,*,*,*,8,34.8%,23,100.0%
073905   ROSEBUD-LOTT ISD,5,10.6%,17,36.2%,25,53.2%,47,100.0%
076904   ROTAN ISD,*,*,*,*,10,50.0%,20,100.0%
246909   ROUND ROCK ISD,860,28.2%,823,27.0%,"1,371",44.9%,"3,054",100.0%
075908   ROUND TOP-CARMINE ISD,,,9,64.3%,5,35.7%,14,100.0%
139908   ROXTON ISD,*,*,*,*,8,40.0%,20,100.0%
237905   ROYAL ISD,18,16.7%,21,19.4%,69,63.9%,108,100.0%
199902   ROYSE CITY ISD,55,20.3%,90,33.2%,126,46.5%,271,100.0%
104903   RULE ISD,,,*,*,*,*,*,*
128903   RUNGE ISD,*,*,*,*,11,44.0%,25,100.0%
037907   RUSK ISD,14,10.9%,60,46.9%,54,42.2%,128,100.0%
091914   S AND S CISD,*,*,*,*,40,56.3%,71,100.0%
232902   SABINAL ISD,12,33.3%,13,36.1%,11,30.6%,36,100.0%
092906   SABINE ISD,12,15.8%,33,43.4%,31,40.8%,76,100.0%
123913   SABINE PASS ISD,12,38.7%,10,32.3%,9,29.0%,31,100.0%
169911   SAINT JO ISD,*,*,*,*,5,33.3%,15,100.0%
014908   SALADO ISD,26,22.0%,30,25.4%,62,52.5%,118,100.0%
112909   SALTILLO ISD,*,*,*,*,8,53.3%,15,100.0%
074917   SAM RAYBURN ISD,6,18.8%,7,21.9%,19,59.4%,32,100.0%
226903   SAN ANGELO ISD,272,31.7%,120,14.0%,466,54.3%,858,100.0%
015907   SAN ANTONIO ISD,373,14.8%,735,29.2%,"1,411",56.0%,"2,519",100.0%
015820   SAN ANTONIO SCHOOL FOR INQUIRY & C,,,5,12.5%,35,87.5%,40,100.0%
015823   SAN ANTONIO TECHNOLOGY ACADEMY,,,5,16.1%,26,83.9%,31,100.0%
203901   SAN AUGUSTINE ISD,5,16.1%,9,29.0%,17,54.8%,31,100.0%
031912   SAN BENITO CISD,123,18.9%,229,35.2%,298,45.9%,650,100.0%
066902   SAN DIEGO ISD,14,15.9%,26,29.6%,48,54.6%,88,100.0%
071904   SAN ELIZARIO ISD,27,11.5%,66,28.2%,141,60.3%,234,100.0%
233901   SAN FELIPE-DEL RIO CISD,103,18.3%,222,39.5%,237,42.2%,562,100.0%
214902   SAN ISIDRO ISD,*,*,*,*,13,56.5%,23,100.0%
105902   SAN MARCOS CISD,155,30.3%,79,15.4%,278,54.3%,512,100.0%
245904   SAN PERLITA ISD,*,*,*,*,9,50.0%,18,100.0%
206901   SAN SABA ISD,17,34.0%,8,16.0%,25,50.0%,50,100.0%
058909   SANDS CISD,*,*,*,*,*,*,10,100.0%
117903   SANFORD-FRITCH ISD,6,14.0%,16,37.2%,21,48.8%,43,100.0%
061908   SANGER ISD,26,16.3%,58,36.3%,76,47.5%,160,100.0%
042903   SANTA ANNA ISD,*,*,*,*,8,53.3%,15,100.0%
084909   SANTA FE ISD,42,14.6%,129,45.0%,116,40.4%,287,100.0%
137904   SANTA GERTRUDIS ISD,24,42.9%,10,17.9%,22,39.3%,56,100.0%
031913   SANTA MARIA ISD,9,32.1%,7,25.0%,12,42.9%,28,100.0%
031914   SANTA ROSA ISD,15,17.2%,17,19.5%,55,63.2%,87,100.0%
182904   SANTO ISD,6,17.7%,12,35.3%,16,47.1%,34,100.0%
074911   SAVOY ISD,,,10,47.6%,11,52.4%,21,100.0%
094902   SCHERTZ-CIBOLO-U CITY ISD,229,22.6%,233,23.0%,553,54.5%,"1,015",100.0%
207901   SCHLEICHER ISD,7,23.3%,5,16.7%,18,60.0%,30,100.0%
015806   SCHOOL OF EXCELLENCE IN EDUCATION,*,*,*,*,16,61.5%,26,100.0%
015827   SCHOOL OF SCIENCE AND TECHNOLOGY,8,26.7%,5,16.7%,17,56.7%,30,100.0%
015831   SCHOOL OF SCIENCE AND TECHNOLOGY D,5,31.3%,5,31.3%,6,37.5%,16,100.0%
075903   SCHULENBURG ISD,13,22.4%,21,36.2%,24,41.4%,58,100.0%
129910   SCURRY-ROSSER ISD,*,*,*,*,29,40.3%,72,100.0%
083901   SEAGRAVES ISD,*,*,*,*,22,62.9%,35,100.0%
008902   SEALY ISD,24,13.1%,60,32.8%,99,54.1%,183,100.0%
094901   SEGUIN ISD,67,16.2%,59,14.3%,287,69.5%,413,100.0%
083903   SEMINOLE ISD,29,18.5%,23,14.7%,105,66.9%,157,100.0%
012901   SEYMOUR ISD,*,*,*,*,17,63.0%,27,100.0%
152909   SHALLOWATER ISD,20,20.8%,31,32.3%,45,46.9%,96,100.0%
242902   SHAMROCK ISD,*,*,*,*,15,62.5%,24,100.0%
108911   SHARYLAND ISD,274,37.0%,176,23.8%,290,39.2%,740,100.0%
015819   SHEKINAH RADIANCE ACADEMY,,,*,*,5,62.5%,8,100.0%
210903   SHELBYVILLE ISD,6,12.0%,32,64.0%,12,24.0%,50,100.0%
101924   SHELDON ISD,57,14.9%,127,33.2%,199,52.0%,383,100.0%
204904   SHEPHERD ISD,13,10.3%,32,25.4%,81,64.3%,126,100.0%
091906   SHERMAN ISD,44,11.7%,128,34.0%,205,54.4%,377,100.0%
143903   SHINER ISD,13,31.0%,16,38.1%,13,31.0%,42,100.0%
047905   SIDNEY ISD,*,*,,,*,*,*,*
100904   SILSBEE ISD,55,31.4%,32,18.3%,88,50.3%,175,100.0%
023902   SILVERTON ISD,*,*,*,*,*,*,10,100.0%
019909   SIMMS ISD,*,*,*,*,38,71.7%,53,100.0%
205906   SINTON ISD,24,18.2%,38,28.8%,70,53.0%,132,100.0%
013905   SKIDMORE-TYNAN ISD,*,*,*,*,31,50.8%,61,100.0%
152903   SLATON ISD,*,*,*,*,65,74.7%,87,100.0%
249908   SLIDELL ISD,,,*,*,10,71.4%,14,100.0%
001909   SLOCUM ISD,8,27.6%,13,44.8%,8,27.6%,29,100.0%
011904   SMITHVILLE ISD,17,12.8%,32,24.1%,84,63.2%,133,100.0%
110906   SMYER ISD,,,10,45.5%,12,54.6%,22,100.0%
026903   SNOOK ISD,*,*,*,*,16,59.3%,27,100.0%
208902   SNYDER ISD,14,8.6%,70,42.9%,79,48.5%,163,100.0%
071909   SOCORRO ISD,900,29.7%,"1,019",33.6%,"1,114",36.7%,"3,033",100.0%
015909   SOMERSET ISD,25,10.8%,69,29.7%,138,59.5%,232,100.0%
026902   SOMERVILLE ISD,*,*,*,*,19,57.6%,33,100.0%
218901   SONORA ISD,16,23.5%,18,26.5%,34,50.0%,68,100.0%
152803   SOUTH PLAINS ACADEMY CHARTER DISTR,*,*,*,*,69,93.2%,74,100.0%
015908   SOUTH SAN ANTONIO ISD,48,9.6%,170,34.0%,282,56.4%,500,100.0%
031916   SOUTH TEXAS ISD,345,55.9%,117,19.0%,155,25.1%,617,100.0%
085903   SOUTHLAND ISD,*,*,*,*,11,68.8%,16,100.0%
015917   SOUTHSIDE ISD,42,15.7%,87,32.5%,139,51.9%,268,100.0%
015912   SOUTHWEST ISD,54,7.7%,232,33.1%,415,59.2%,701,100.0%
015807   SOUTHWEST PREPARATORY SCHOOL,5,5.2%,8,8.3%,84,86.6%,97,100.0%
101838   SOUTHWEST SCHOOL,9,9.2%,28,28.6%,61,62.2%,98,100.0%
098904   SPEARMAN ISD,14,24.6%,6,10.5%,37,64.9%,57,100.0%
170907   SPLENDORA ISD,38,16.2%,51,21.7%,146,62.1%,235,100.0%
101920   SPRING BRANCH ISD,442,21.6%,435,21.2%,"1,171",57.2%,"2,048",100.0%
092907   SPRING HILL ISD,20,20.8%,42,43.8%,34,35.4%,96,100.0%
101919   SPRING ISD,366,18.5%,643,32.5%,968,49.0%,"1,977",100.0%
140907   SPRINGLAKE-EARTH ISD,*,*,*,*,12,66.7%,18,100.0%
184902   SPRINGTOWN ISD,25,13.9%,56,31.1%,99,55.0%,180,100.0%
063903   SPUR ISD,*,*,*,*,11,57.9%,19,100.0%
229905   SPURGER ISD,*,*,*,*,17,65.4%,26,100.0%
079910   STAFFORD MSD,63,28.4%,52,23.4%,107,48.2%,222,100.0%
127906   STAMFORD ISD,12,27.3%,10,22.7%,22,50.0%,44,100.0%
156902   STANTON ISD,9,18.8%,18,37.5%,21,43.8%,48,100.0%
167903   STAR ISD,,,*,*,*,*,7,100.0%
072903   STEPHENVILLE ISD,97,39.6%,67,27.4%,81,33.1%,245,100.0%
216901   STERLING CITY ISD,*,*,*,*,5,31.3%,16,100.0%
247906   STOCKDALE ISD,11,24.4%,12,26.7%,22,48.9%,45,100.0%
211902   STRATFORD ISD,9,18.0%,12,24.0%,29,58.0%,50,100.0%
182905   STRAWN ISD,*,*,*,*,*,*,8,100.0%
140908   SUDAN ISD,7,18.9%,12,32.4%,18,48.7%,37,100.0%
112910   SULPHUR BLUFF ISD,5,26.3%,7,36.8%,7,36.8%,19,100.0%
112901   SULPHUR SPRINGS ISD,50,21.7%,76,32.9%,105,45.5%,231,100.0%
110907   SUNDOWN ISD,5,15.6%,16,50.0%,11,34.4%,32,100.0%
057919   SUNNYVALE ISD,36,41.9%,29,33.7%,21,24.4%,86,100.0%
171902   SUNRAY ISD,7,18.9%,15,40.5%,15,40.5%,37,100.0%
020906   SWEENY ISD,24,19.1%,48,38.1%,54,42.9%,126,100.0%
177902   SWEETWATER ISD,35,33.0%,23,21.7%,48,45.3%,106,100.0%
205907   TAFT ISD,8,11.1%,22,30.6%,42,58.3%,72,100.0%
153904   TAHOKA ISD,8,17.8%,9,20.0%,28,62.2%,45,100.0%
146907   TARKINGTON ISD,12,11.4%,24,22.9%,69,65.7%,105,100.0%
201910   TATUM ISD,8,6.6%,53,43.8%,60,49.6%,121,100.0%
246911   TAYLOR ISD,44,18.9%,36,15.5%,153,65.7%,233,100.0%
081904   TEAGUE ISD,5,6.9%,27,37.0%,41,56.2%,73,100.0%
123803   TEKOA ACADEMY OF ACCELERATED STUDI,,,*,*,15,88.2%,17,100.0%
014909   TEMPLE ISD,58,12.0%,156,32.2%,271,55.9%,485,100.0%
210904   TENAHA ISD,*,*,*,*,12,36.4%,33,100.0%
022004   TERLINGUA CSD,*,*,*,*,*,*,8,100.0%
222901   TERRELL COUNTY ISD,5,45.5%,,,6,54.6%,11,100.0%
129906   TERRELL ISD,21,10.1%,62,29.7%,126,60.3%,209,100.0%
057804   TEXANS CAN ACADEMIES,10,0.7%,190,13.5%,"1,208",85.8%,"1,408",100.0%
019907   TEXARKANA ISD,63,14.7%,117,27.2%,250,58.1%,430,100.0%
084906   TEXAS CITY ISD,52,14.3%,125,34.3%,187,51.4%,364,100.0%
221801   TEXAS COLLEGE PREPARATORY ACADEMIE,32,13.1%,88,36.1%,124,50.8%,244,100.0%
061802   TEXAS EDUCATION CENTERS,*,*,*,*,15,62.5%,24,100.0%
226801   TEXAS LEADERSHIP,17,31.5%,10,18.5%,27,50.0%,54,100.0%
056902   TEXLINE ISD,*,*,*,*,7,63.6%,11,100.0%
101868   THE PRO-VISION ACADEMY,*,*,*,*,11,73.3%,15,100.0%
166905   THORNDALE ISD,9,17.0%,16,30.2%,28,52.8%,53,100.0%
246912   THRALL ISD,12,26.7%,18,40.0%,15,33.3%,45,100.0%
149902   THREE RIVERS ISD,13,35.1%,9,24.3%,15,40.5%,37,100.0%
224901   THROCKMORTON ISD,*,*,*,*,7,53.9%,13,100.0%
158902   TIDEHAVEN ISD,*,*,*,*,19,42.2%,45,100.0%
210905   TIMPSON ISD,*,*,*,*,15,46.9%,32,100.0%
111903   TOLAR ISD,19,41.3%,10,21.7%,17,37.0%,46,100.0%
091918   TOM BEAN ISD,10,15.6%,21,32.8%,33,51.6%,64,100.0%
101921   TOMBALL ISD,201,26.7%,234,31.1%,317,42.2%,752,100.0%
071908   TORNILLO ISD,16,16.3%,22,22.5%,60,61.2%,98,100.0%
014802   TRANSFORMATIVE CHARTER ACADEMY,,,5,7.6%,61,92.4%,66,100.0%
220801   TREETOPS SCHOOL INTERNATIONAL,*,*,*,*,7,63.6%,11,100.0%
221905   TRENT ISD,*,*,*,*,*,*,8,100.0%
074912   TRENTON ISD,5,9.6%,23,44.2%,24,46.2%,52,100.0%
107907   TRINIDAD ISD,,,7,77.8%,*,*,9,100.0%
046802   TRINITY CHARTER SCHOOL,*,*,*,*,,,*,*
228903   TRINITY ISD,12,21.1%,16,28.1%,29,50.9%,57,100.0%
212904   TROUP ISD,9,12.5%,25,34.7%,38,52.8%,72,100.0%
014910   TROY ISD,14,16.9%,34,41.0%,35,42.2%,83,100.0%
219903   TULIA ISD,17,26.6%,10,15.6%,37,57.8%,64,100.0%
178912   TULOSO-MIDWAY ISD,73,25.9%,85,30.1%,124,44.0%,282,100.0%
096905   TURKEY-QUITAQUE ISD,*,*,*,*,9,45.0%,20,100.0%
212905   TYLER ISD,111,12.0%,331,35.7%,485,52.3%,927,100.0%
230908   UNION GROVE ISD,9,20.0%,20,44.4%,16,35.6%,45,100.0%
230904   UNION HILL ISD,*,*,*,*,9,37.5%,24,100.0%
240903   UNITED ISD,743,26.2%,"1,217",42.9%,877,30.9%,"2,837",100.0%
057808   UNIVERSAL ACADEMY,*,*,*,*,5,41.7%,12,100.0%
227806   UNIVERSITY OF TEXAS UNIVERSITY CHA,*,*,*,*,31,60.8%,51,100.0%
057843   UPLIFT EDUCATION - HAMPTON PREPARA,21,44.7%,9,19.2%,17,36.2%,47,100.0%
057803   UPLIFT EDUCATION - NORTH HILLS PRE,51,42.2%,15,12.4%,55,45.5%,121,100.0%
057838   UPLIFT EDUCATION - PEAK PREPARATOR,34,39.5%,16,18.6%,36,41.9%,86,100.0%
057842   UPLIFT EDUCATION - WILLIAMS PREPAR,22,22.9%,24,25.0%,50,52.1%,96,100.0%
220816   UPLIFT EDUCATION-SUMMIT INTERNATIO,8,22.2%,6,16.7%,22,61.1%,36,100.0%
232904   UTOPIA ISD,*,*,*,*,7,46.7%,15,100.0%
232903   UVALDE CISD,35,15.0%,120,51.3%,79,33.8%,234,100.0%
122902   VALENTINE ISD,*,*,*,*,,,*,*
018904   VALLEY MILLS ISD,5,12.2%,24,58.5%,12,29.3%,41,100.0%
049903   VALLEY VIEW ISD,12,25.0%,16,33.3%,20,41.7%,48,100.0%
108916   VALLEY VIEW ISD,89,27.9%,103,32.3%,127,39.8%,319,100.0%
